,bResult,btPlayerRole,bjPlayerRole,bmPlayerRole,baPlayerRole,bsPlayerRole,rtPlayerRole,rjPlayerRole,rmPlayerRole,raPlayerRole,rsPlayerRole,btPlayerChampion,bjPlayerChampion,bmPlayerChampion,baPlayerChampion,bsPlayerChampion,rtPlayerChampion,rjPlayerChampion,rmPlayerChampion,raPlayerChampion,rsPlayerChampion,bCoopPlayer,rCoopPlayer,bCoopChampion,rCoopChampion,vsPlayer,vsChampion,bTeamColor,rTeamColor
1,1.0,0.7018838840211862,-0.20504760439620665,0.9751211719729312,0.7144862864235998,0.685245744142981,-0.0014315321668327162,0.4017640386815219,-0.10914584250971206,0.4723710299483304,-0.10251801244223732,1.894587025023834,-0.04689946480426638,0.2386264153859737,0.2457263497888522,0.4596040388521347,-0.4265179634433428,0.05069964150651569,-1.8254990779526898,-0.14417660026281398,-1.9380677236136254,0.5914161993546938,0.15096706119975217,-0.4275608354108738,1.3615316340172536,0.2793735487912925,-0.31922315032058024,1.067510955242016,0.7553566979004851
2,0.0,-0.23373680321420384,-0.48390298540637927,-0.007888773862747075,-0.7280820889858074,-0.6676106840881069,-0.05232207949040103,-1.6555947044797548,-0.9963633269416936,-0.2497443176447794,-1.0895556939833868,-1.2045732039572472,-0.04689946480426638,-0.5100766400726937,-0.9428160108457154,-2.073170045090097,1.9356443121084843,0.05069964150651569,-0.23396732571382586,0.6040232910616737,0.26874168152222006,-0.18180436963649677,-0.8242269333333644,-1.4192297105120673,0.3688217990394015,-1.5869459116075448,-1.5783256632681053,-0.4886841982915288,-0.5316136561592206
3,1.0,-0.7955456566923407,-0.00984883768908584,0.7199754793649152,-0.01075902263145411,-0.2282214167993775,0.993817102683245,0.4017640386815219,0.023766479308681712,0.38687467731890923,-1.0895556939833868,0.3450069105332933,1.965030105051959,1.1098445162833326,0.5158496135694358,-0.04695077793631169,-1.843815328774439,-1.9679364688107095,0.0312879663259849,0.7287232729490882,-1.9380677236136254,-0.0955928324785,-0.5569739253539625,0.22658968863951587,-0.7375842095199612,1.0084706682859659,1.9883362929719386,0.3578859652307193,0.8627143378053634
4,0.0,-0.01606178618392948,0.5006710136987681,0.573369281066176,-0.4308352019006132,0.7760969084320042,-0.2828884594468281,0.4540144194602208,-0.029711589063784422,2.429016128695936,0.008523726731141884,-1.9793632612025176,-0.7175426547563416,-0.5100766400726937,0.08725403503757659,-0.4521946313670687,-0.6503017579693054,0.9158294030710408,0.9596814884653222,2.1004230737106493,0.3317933788118154,0.3365888307078232,1.6533321843433673,0.3349362205602137,-0.03155077882349137,-0.8557647645449132,0.34391301908542415,0.2167909379770116,-0.5346146311260532
5,1.0,-0.01606178618392948,0.39042256330178055,0.12580057877090528,0.932328669517461,0.37765519004797204,-0.3640998004497327,-0.36022068100784005,-0.29642130096501157,-0.32787483066305034,-0.3575027468403678,-0.0423881180893418,0.6237437251478086,-0.03362924114445073,1.0200797059598585,0.35829307549444533,-1.843815328774439,-0.7256988624616477,0.0312879663259849,-2.014676328574033,-1.9380677236136254,0.3939319553907638,-0.2854749062100241,0.657722631758631,-0.6386722440581305,1.7661371018525105,0.061385082360459094,0.36759902870108346,-0.5959982099930831
6,0.0,-0.08426662485341553,-1.6690383546996124,-1.010558918615139,-0.27285783533785224,-1.1069999513768365,0.01611693242750108,0.5223418404785194,0.5900837224837165,-0.40671886434815496,0.7928661700986624,-0.5266319038676357,-2.0588290346604916,-1.3949075237965736,0.3267633289230275,0.1781846961918868,1.9356443121084843,-0.6221790619325595,0.0312879663259849,0.22992334539942977,-0.34916495191581665,-0.8584179299819275,0.3685558114155426,1.3596444581352205,-0.12125874075615072,-1.0857629556648125,0.5254121441719309,-0.3921012927309548,0.13468175950305314
7,1.0,-0.23373680321420384,-0.48390298540637927,-0.007888773862747075,-0.7280820889858074,-0.6676106840881069,-0.7660432037770937,0.009886182841278667,0.7369230620227859,0.0106907257494567,-0.2110921574117638,-0.42978314671197687,-0.04689946480426638,0.3475286779981436,-0.28251469938206675,0.29075243325598604,0.4238604557553148,-0.17359325963984276,-0.34006944252974997,-0.44701941341796375,-1.9380677236136254,-0.18180436963649677,-0.06282152250680896,-0.47786465176891546,-0.951834116051579,1.0204363470344346,1.0039805439767875,-0.4886841982915288,-1.8032085943780043
8,1.0,-0.3140440910506157,0.4326017001803878,0.45310899383950215,2.4230156667851013,-0.008526783155012818,0.01611693242750108,0.4116753463195047,0.14180327182038954,0.9477918193912171,0.6673713791598589,-0.0423881180893418,-0.7175426547563416,1.1098445162833326,2.0285398907407037,0.7635369289252023,-1.843815328774439,0.45442686356996065,-1.8254990779526898,0.9001857480442836,0.048060741008635416,1.0268797772238751,-0.04369403977476142,0.9640385313305718,0.25287064855217983,1.574059434997537,-0.15017928169234926,0.14205840235534434,0.2583352928023997
9,0.0,-0.03355020635559249,0.38054869572515576,-0.12475009609496068,0.453870690802616,-0.11960833949205107,0.993817102683245,0.4017640386815219,0.023766479308681712,0.38687467731890923,0.3079999323805585,-0.6880464991270672,0.01406809791864949,-0.3300854004775797,-1.2993787190360857,0.40332017032008527,1.4632118569981187,0.7235783449455906,0.4597772842364484,0.7287232729490882,0.7101035625493889,0.11859437303930628,0.4456185917260787,-0.988648617910517,1.9915440463120908,-0.08405250192028817,-2.473384572245272,0.1516701561676076,0.8627143378053634
10,1.0,-0.3949775565699629,-0.3785576192469808,-0.3117282116665022,-0.35148747914977185,-0.37468450589562086,0.7365275841948911,-0.18605274507884295,0.9924745013449914,0.7313322715270822,0.7020475713929494,-0.42978314671197687,-0.04689946480426638,-0.6688924397154414,-0.051409240369789604,1.979268489217474,0.48200598869197536,0.7235783449455906,0.7275831079304879,0.5572607978538933,0.048060741008635416,-0.3186613669514749,0.6229089232224714,1.8364253715299803,0.7092739080678513,-0.025890636932554622,0.43524233280827196,0.2167909379770116,0.93865812832631
