,id,blueTeamTag,redTeamTag,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,rResult,bResult
10,4272-5356,Vici Gaming,Suning,Chelizi,Akali,Aix,Sejuani,Jay,Aatrox,Puff,Kai'Sa,Southwind,Zilean,Langx,Urgot,H4cker,Olaf,Maple,Lissandra,smlz,Ezreal,SwordArt,Tahm Kench,1,0
11,4273-5357,Invictus Gaming,Oh My God,Duke,Aatrox,Ning,Zac,Rookie,Syndra,JackeyLove,Lucian,Baolan,Alistar,Ale,Camille,l3est16,Gragas,ICON,Jayce,chel1y,Viktor,COLD,Tahm Kench,0,1
12,4273-5358,Oh My God,Invictus Gaming,Ale,Jax,l3est16,Kha'Zix,ICON,Urgot,chel1y,Kai'Sa,COLD,Morgana,TheShy,Irelia,Ning,Sejuani,Rookie,Ryze,JackeyLove,Xayah,Baolan,Rakan,1,0
13,4274-5359,Top Esports,Victory Five,369,Sion,Xx,Kha'Zix,knight,Galio,LokeN,Xayah,Ben,Rakan,Jinoo,Ryze,Y1han,Camille,Corn,Urgot,y4,Ezreal,Ley,Morgana,1,0
14,4274-5360,Victory Five,Top Esports,Jinoo,Akali,Y1han,Aatrox,Corn,Lissandra,y4,Ezreal,Ley,Tahm Kench,369,Camille,Xx,Sejuani,knight,Zoe,LokeN,Kai'Sa,Ben,Alistar,1,0
15,4274-5361,Victory Five,Top Esports,Jinoo,Ryze,Y1han,Nocturne,Corn,Aatrox,y4,Ezreal,Road,Rakan,369,Renekton,Xx,Camille,knight,Akali,LokeN,Kai'Sa,Ben,Alistar,1,0
16,4275-5362,EDward Gaming,Snake Esports,Ray,Akali,Haro,Sejuani,Scout,Irelia,iBoy,Xayah,Meiko,Alistar,Flandre,Urgot,SofM,Kha'Zix,DanChung,Lissandra,Asura,Kai'Sa,Maestro,Braum,0,1
17,4275-5363,Snake Esports,EDward Gaming,Flandre,Aatrox,SofM,Sejuani,DanChung,Urgot,Asura,Kai'Sa,Maestro,Gragas,Ray,Akali,Haro,Kha'Zix,Scout,Zoe,iBoy,Xayah,Meiko,Lissandra,0,1
18,4275-5364,Snake Esports,EDward Gaming,Flandre,Akali,SofM,Lee Sin,DanChung,Zoe,Asura,Ezreal,Maestro,Tahm Kench,Ray,Urgot,Haro,Camille,Scout,Syndra,Hope,Vladimir,Meiko,Lissandra,0,1
19,4276-5365,SinoDragon Gaming,Team WE,Changhong,Akali,Xiaopeng,Lee Sin,Twila,Zoe,GALA,Kai'Sa,Mark,Braum,Poss,Urgot,Magic,Xin Zhao,chen9,Syndra,Mystic,Ezreal,MISSING,Alistar,0,1
20,4276-5366,SinoDragon Gaming,Team WE,Changhong,Aatrox,Xiaopeng,Nocturne,Twila,Lulu,GALA,Xayah,Mark,Rakan,Poss,Urgot,beishang,Lee Sin,chen9,Akali,Mystic,Kai'Sa,MISSING,Alistar,0,1
21,4277-5367,Rogue Warriors,JD Gaming,Zhaoyun,Urgot,Daylight,Xin Zhao,Grim,Galio,ZWuJi,Vayne,Killua,Rakan,Zoom,Sion,Levi,Rek'Sai,Yagao,Ryze,imp,Ezreal,LvMao,Tahm Kench,0,1
22,4277-5368,JD Gaming,Rogue Warriors,Zoom,Ryze,Flawless,Lee Sin,Yagao,Zoe,imp,Lucian,LvMao,Alistar,Zhaoyun,Ornn,Daylight,Gragas,Grim,Galio,ZWuJi,Varus,Killua,Tahm Kench,0,1
23,4277-5369,Rogue Warriors,JD Gaming,Zhaoyun,Urgot,Daylight,Xin Zhao,Grim,Lissandra,ZWuJi,Lucian,Killua,Fiddlesticks,Zoom,Irelia,Flawless,Sejuani,Yagao,Syndra,imp,Kai'Sa,LvMao,Rakan,1,0
24,4278-5370,FunPlus Phoenix,Snake Esports,GimGoon,Vladimir,Tian,Gragas,Doinb,Yasuo,Lwx,Lucian,Crisp,Alistar,Flandre,Irelia,SofM,Camille,DanChung,Galio,Asura,Ezreal,Maestro,Rakan,1,0
25,4278-5371,FunPlus Phoenix,Snake Esports,GimGoon,Renekton,Tian,Gragas,Doinb,Urgot,Lwx,Kai'Sa,Crisp,Tahm Kench,Flandre,Akali,SofM,Camille,DanChung,Galio,Asura,Sivir,Maestro,Braum,0,1
26,4278-5372,FunPlus Phoenix,Snake Esports,GimGoon,Renekton,Tian,Gragas,Doinb,Urgot,Lwx,Kai'Sa,Crisp,Tahm Kench,Flandre,Akali,SofM,Kha'Zix,DanChung,Galio,Asura,Sivir,Maestro,Braum,0,1
27,4279-5373,Suning,Royal Never Give Up,Langx,Urgot,H4cker,Camille,Maple,Lissandra,smlz,Viktor,SwordArt,Tahm Kench,lcberg,Sion,Karsa,Lee Sin,Xiaohu,Galio,Wink,Kai'Sa,Ming,Alistar,0,1
28,4279-5374,Royal Never Give Up,Suning,lcberg,Urgot,Karsa,Kha'Zix,Xiaohu,Galio,Wink,Ezreal,Ming,Thresh,Langx,Jax,H4cker,Sejuani,Maple,Lissandra,smlz,Lucian,SwordArt,Alistar,1,0
29,4280-5375,Bilibili Gaming,Oh My God,ADD,Urgot,Meteor,Xin Zhao,Kuro,Vladimir,Jinjiao,Kai'Sa,Mni,Leona,Ale,Fiora,l3est16,Gragas,ICON,Zoe,chel1y,Yasuo,COLD,Sejuani,1,0
30,4280-5376,Bilibili Gaming,Oh My God,ADD,Urgot,Meteor,Karthus,Kuro,Lissandra,Jinjiao,Lucian,Mni,Leona,Ale,Fiora,l3est16,Xin Zhao,ICON,Vladimir,chel1y,Neeko,COLD,Rakan,1,0
31,4281-5377,Rogue Warriors,Invictus Gaming,Gloria,Sion,Daylight,Sejuani,MaiX,Irelia,ZWuJi,Ashe,Killua,Tahm Kench,TheShy,Urgot,Ning,Kayn,Rookie,Galio,JackeyLove,Xayah,Baolan,Rakan,1,0
32,4281-5378,Rogue Warriors,Invictus Gaming,Zhaoyun,Kled,Daylight,Sejuani,MaiX,Yasuo,ZWuJi,Kai'Sa,Killua,Ornn,Duke,Urgot,Ning,Lee Sin,Rookie,LeBlanc,JackeyLove,Lucian,Baolan,Alistar,1,0
33,4282-5379,Snake Esports,SinoDragon Gaming,Flandre,Vladimir,SofM,Gragas,DanChung,Urgot,Asura,Ezreal,Maestro,Tahm Kench,Changhong,Jayce,Xiaopeng,Lee Sin,Twila,Lissandra,GALA,Kai'Sa,Mark,Alistar,1,0
34,4282-5380,SinoDragon Gaming,Snake Esports,Changhong,Gangplank,Xiaopeng,Nocturne,Twila,Lissandra,GALA,Xayah,Mark,Rakan,Flandre,Urgot,SofM,Lee Sin,DanChung,Zoe,Asura,Kai'Sa,Maestro,Alistar,0,1
35,4283-5381,Royal Never Give Up,LGD Gaming,AmazingJ,Gangplank,Karsa,Gragas,Xiaohu,Urgot,Wink,Lucian,Ming,Alistar,Lies,Akali,Condi,Xin Zhao,Yuuki,Zoe,Kramer,Ezreal,pyl,Tahm Kench,1,0
36,4283-5382,LGD Gaming,Royal Never Give Up,Lies,Urgot,Condi,Xin Zhao,Yuuki,LeBlanc,Kramer,Lucian,pyl,Soraka,AmazingJ,Sion,Karsa,Kha'Zix,Xiaohu,Zoe,Wink,Draven,Ming,Tahm Kench,1,0
37,4283-5383,Royal Never Give Up,LGD Gaming,AmazingJ,Urgot,Karsa,Taliyah,Xiaohu,Galio,Wink,Lucian,Ming,Alistar,Lies,Sion,Condi,Camille,Yuuki,Jayce,Kramer,Ezreal,pyl,Ornn,0,1
38,4284-5384,Suning,Team WE,Langx,Renekton,H4cker,Camille,Maple,Galio,smlz,Kai'Sa,SwordArt,Thresh,Poss,Vladimir,Magic,Lee Sin,xiye,Lissandra,Mystic,Lucian,MISSING,Braum,0,1
39,4284-5385,Suning,Team WE,Langx,Urgot,H4cker,Olaf,Maple,Lissandra,smlz,Sivir,SwordArt,Thresh,Poss,Sion,Magic,Gragas,xiye,LeBlanc,Mystic,Lucian,MISSING,Morgana,0,1
40,4285-5386,JD Gaming,FunPlus Phoenix,Zoom,Aatrox,Flawless,Gragas,Yagao,Syndra,imp,Sivir,LvMao,Alistar,GimGoon,Urgot,Tian,Xin Zhao,Doinb,Lissandra,Lwx,Kai'Sa,Crisp,Rakan,1,0
41,4285-5387,FunPlus Phoenix,JD Gaming,GimGoon,Akali,Tian,Xin Zhao,Doinb,Galio,Lwx,Kai'Sa,Crisp,Thresh,Zoom,Gangplank,Flawless,Nocturne,Yagao,Zoe,imp,Lucian,LvMao,Gragas,0,1
42,4286-5388,Bilibili Gaming,Victory Five,ADD,Poppy,Meteor,Camille,Kuro,Lissandra,Jinjiao,Lucian,Mni,Braum,Jinoo,Akali,Ben4,Xin Zhao,Corn,Galio,y4,Kai'Sa,Ley,Tahm Kench,0,1
43,4286-5389,Bilibili Gaming,Victory Five,ADD,Urgot,Meteor,Camille,Kuro,Akali,Jinjiao,Kai'Sa,Mni,Braum,Jinoo,Jayce,Y1han,Jarvan IV,Corn,Galio,y4,Lucian,Road,Alistar,0,1
44,4287-5390,Vici Gaming,EDward Gaming,Chelizi,Jax,Aix,Xin Zhao,Jay,Lissandra,Puff,Cassiopeia,Southwind,Morgana,Ray,Jayce,Haro,Karthus,Scout,Urgot,iBoy,Sivir,Meiko,Rakan,1,0
45,4287-5391,Vici Gaming,EDward Gaming,Chelizi,Jax,Aix,Nocturne,Jay,Sion,Puff,Cassiopeia,Southwind,Alistar,Ray,Urgot,Haro,Xin Zhao,Scout,Lissandra,iBoy,Ezreal,Meiko,Ornn,0,1
46,4287-5392,Vici Gaming,EDward Gaming,Chelizi,Urgot,Aix,Jarvan IV,Jay,Galio,Puff,Caitlyn,Southwind,Morgana,Ray,Sion,Haro,Lee Sin,Scout,Vayne,iBoy,Xayah,Meiko,Rakan,1,0
47,4288-5393,LGD Gaming,Rogue Warriors,Lies,Akali,Condi,Sejuani,Yuuki,Irelia,Kramer,Ezreal,RD,Tahm Kench,Zhaoyun,Kled,XiaoYao,Lee Sin,Grim,Lissandra,ZWuJi,Kai'Sa,Killua,Rakan,1,0
48,4288-5394,Rogue Warriors,LGD Gaming,Zhaoyun,Urgot,XiaoYao,Olaf,Grim,Lissandra,ZWuJi,Caitlyn,Killua,Thresh,Arise,Fiora,Condi,Camille,Yuuki,Zoe,Kramer,Kai'Sa,RD,Morgana,1,0
49,4288-5395,LGD Gaming,Rogue Warriors,Arise,Fiora,Condi,Gragas,Yuuki,Irelia,Kramer,Viktor,RD,Tahm Kench,Zhaoyun,Urgot,XiaoYao,Kha'Zix,Grim,LeBlanc,ZWuJi,Kai'Sa,Killua,Fiddlesticks,1,0
50,4289-5396,Oh My God,Top Esports,Ale,Jayce,l3est16,Xin Zhao,ICON,Galio,chel1y,Kai'Sa,COLD,Rakan,369,Renekton,Xx,Olaf,knight,Zoe,LokeN,Lucian,Ben,Alistar,1,0
51,4289-5397,Oh My God,Top Esports,Ale,Fiora,l3est16,Olaf,ICON,Akali,chel1y,Ezreal,COLD,Ornn,369,Renekton,Xx,Gragas,knight,Jayce,LokeN,Lucian,Ben,Thresh,1,0
52,4290-5398,Suning,Snake Esports,Langx,Renekton,H4cker,Camille,Maple,Galio,smlz,Kai'Sa,SwordArt,Tahm Kench,Flandre,Sejuani,SofM,Olaf,DanChung,Urgot,Asura,Lucian,Maestro,Alistar,0,1
53,4290-5399,Snake Esports,Suning,Flandre,Urgot,SofM,Kindred,DanChung,Zoe,Asura,Ezreal,Maestro,Tahm Kench,Langx,Renekton,H4cker,Olaf,Maple,Galio,smlz,Lucian,SwordArt,Soraka,1,0
54,4291-5400,Invictus Gaming,JD Gaming,TheShy,Urgot,Ning,Kindred,Rookie,LeBlanc,JackeyLove,Xayah,Baolan,Rakan,Zoom,Renekton,Levi,Olaf,Yagao,Ryze,imp,Kai'Sa,LvMao,Fiddlesticks,0,1
55,4291-5401,JD Gaming,Invictus Gaming,Zoom,Urgot,Flawless,Kha'Zix,Yagao,Lissandra,Bvoy,Ezreal,LvMao,Tahm Kench,TheShy,Sion,Ning,Karthus,Rookie,Jayce,JackeyLove,Sivir,Baolan,Rakan,0,1
56,4291-5402,JD Gaming,Invictus Gaming,Zoom,Swain,Flawless,Gragas,Yagao,Urgot,Bvoy,Xayah,LvMao,Rakan,Duke,Sion,Ning,Camille,Rookie,Galio,JackeyLove,Kai'Sa,Baolan,Morgana,0,1
57,4292-5403,SinoDragon Gaming,Vici Gaming,Changhong,Akali,Xiaopeng,Lee Sin,Twila,Aatrox,GALA,Kai'Sa,Mark,Morgana,Chelizi,Urgot,Aix,Nocturne,Jay,Ryze,Puff,Ezreal,Southwind,Braum,0,1
58,4292-5404,Vici Gaming,SinoDragon Gaming,Chelizi,Sion,Aix,Xin Zhao,Jay,Akali,Puff,Kai'Sa,Southwind,Thresh,Changhong,Urgot,Xiaopeng,Lee Sin,Twila,Ryze,GALA,Lucian,Mark,Morgana,0,1
59,4292-5405,SinoDragon Gaming,Vici Gaming,Changhong,Akali,Xiaopeng,Rek'Sai,Twila,Ryze,GALA,Kai'Sa,Mark,Rakan,Chelizi,Urgot,Aix,Xin Zhao,Jay,Lucian,Puff,Ezreal,Southwind,Alistar,1,0
60,4293-5406,Victory Five,Oh My God,Jinoo,Riven,Ben4,Camille,Corn,Galio,y4,Kai'Sa,Ley,Alistar,Ale,Urgot,l3est16,Nocturne,ICON,Lissandra,chel1y,Lucian,COLD,Braum,0,1
61,4293-5407,Victory Five,Oh My God,Jinoo,Riven,Ben4,Gragas,Corn,Galio,y4,Kai'Sa,Ley,Alistar,Ale,Camille,l3est16,Xin Zhao,ICON,Vayne,chel1y,Yasuo,COLD,Sejuani,0,1
62,4294-5408,Top Esports,LGD Gaming,369,Urgot,Xx,Xin Zhao,knight,Lissandra,LokeN,Lucian,Ben,Gragas,Arise,Darius,Condi,Kayn,Yuuki,Akali,Kramer,Kai'Sa,RD,Fiddlesticks,0,1
63,4294-5409,Top Esports,LGD Gaming,369,Vladimir,Xx,Kayn,knight,Galio,LokeN,Xayah,Ben,Rakan,Arise,Ryze,Condi,Sejuani,Yuuki,Urgot,Kramer,Kai'Sa,RD,Veigar,0,1
64,4295-5410,EDward Gaming,Team WE,Ray,Ryze,Haro,Elise,Scout,Urgot,iBoy,Lucian,Meiko,Braum,Poss,Irelia,Magic,Gragas,xiye,Galio,Mystic,Vayne,MISSING,Thresh,1,0
65,4295-5411,EDward Gaming,Team WE,Ray,Vladimir,Haro,Lee Sin,Scout,Aatrox,iBoy,Lucian,Meiko,Fiddlesticks,Poss,Urgot,Magic,Olaf,xiye,Jayce,Mystic,Kai'Sa,MISSING,Thresh,1,0
66,4296-5412,Snake Esports,Invictus Gaming,Flandre,Aatrox,SofM,Lee Sin,DanChung,Lissandra,Asura,Ezreal,Maestro,Tahm Kench,TheShy,Urgot,Ning,Xin Zhao,Rookie,Syndra,JackeyLove,Xayah,Baolan,Rakan,1,0
67,4296-5413,Snake Esports,Invictus Gaming,Flandre,Sion,SofM,Aatrox,DanChung,Lissandra,Asura,Kai'Sa,Maestro,Alistar,TheShy,Urgot,Ning,Camille,Rookie,Zoe,JackeyLove,Xayah,Baolan,Rakan,1,0
68,4297-5414,Suning,FunPlus Phoenix,Langx,Urgot,Weiwei,Kha'Zix,Angel,Zoe,smlz,Ezreal,SwordArt,Tahm Kench,GimGoon,Aatrox,Tian,Xin Zhao,Doinb,Akali,Lwx,Kai'Sa,Crisp,Nautilus,0,1
69,4297-5415,Suning,FunPlus Phoenix,Langx,Urgot,Weiwei,Xin Zhao,Angel,LeBlanc,smlz,Ezreal,SwordArt,Tahm Kench,GimGoon,Aatrox,Tian,Elise,Doinb,Sion,Lwx,Kai'Sa,Crisp,Alistar,1,0
70,4297-5416,FunPlus Phoenix,Suning,GimGoon,Renekton,Tian,Elise,Doinb,Urgot,Lwx,Varus,Crisp,Tahm Kench,Langx,Gangplank,Weiwei,Kayn,Maple,Akali,smlz,Cassiopeia,SwordArt,Morgana,0,1
71,4298-5417,Royal Never Give Up,Vici Gaming,AmazingJ,Poppy,Karsa,Lee Sin,Xiaohu,Syndra,Uzi,Lucian,Ming,Galio,Chelizi,Urgot,Aix,Elise,Jay,Vel'Koz,Puff,Ezreal,Southwind,Alistar,0,1
72,4298-5418,Vici Gaming,Royal Never Give Up,Chelizi,Urgot,Aix,Jarvan IV,Jay,Galio,Puff,Ezreal,Southwind,Tahm Kench,AmazingJ,Yorick,Karsa,Lee Sin,Xiaohu,Zoe,Uzi,Sivir,Ming,Alistar,1,0
73,4299-5419,SinoDragon Gaming,Rogue Warriors,Changhong,Sion,Xiaopeng,Rek'Sai,Twila,Cassiopeia,GALA,Xayah,Mark,Alistar,Gloria,Irelia,Daylight,Olaf,MaiX,Jayce,ZWuJi,Kai'Sa,Killua,Braum,0,1
74,4299-5420,Rogue Warriors,SinoDragon Gaming,Gloria,Urgot,XiaoYao,Xin Zhao,MaiX,Syndra,ZWuJi,Caitlyn,Killua,Braum,Changhong,Sion,Xiaopeng,Nidalee,Twila,Jayce,GALA,Kai'Sa,Mark,Thresh,1,0
75,4300-5421,JD Gaming,Bilibili Gaming,Zoom,Urgot,Flawless,Jarvan IV,Yagao,LeBlanc,imp,Kai'Sa,LvMao,Galio,ADD,Aatrox,Meteor,Olaf,Kuro,Akali,Jinjiao,Sivir,iiann,Tahm Kench,0,1
76,4300-5422,JD Gaming,Bilibili Gaming,Zoom,Vladimir,Flawless,Skarner,Yagao,Zoe,imp,Kalista,LvMao,Thresh,ADD,Sylas,Meteor,Kha'Zix,Kuro,LeBlanc,Jinjiao,Kai'Sa,iiann,Alistar,0,1
77,4301-5423,LGD Gaming,Invictus Gaming,Lies,Yorick,Condi,Olaf,Yuuki,Lissandra,Kramer,Kai'Sa,RD,Gragas,Duke,Urgot,Ning,Kindred,Rookie,Syndra,West,Ezreal,Baolan,Braum,0,1
78,4301-5424,Invictus Gaming,LGD Gaming,TheShy,Ryze,Ning,Camille,Rookie,Irelia,West,Sivir,Baolan,Galio,Lies,Urgot,Condi,Olaf,Yuuki,Zoe,Kramer,Kai'Sa,RD,Fiddlesticks,1,0
79,4302-5425,FunPlus Phoenix,Team WE,GimGoon,Urgot,Tian,Aatrox,Doinb,Lissandra,Lwx,Kalista,Crisp,Braum,Poss,Rumble,Magic,Olaf,xiye,Karma,Mystic,Vayne,MISSING,Thresh,0,1
80,4302-5426,FunPlus Phoenix,Team WE,GimGoon,Urgot,Tian,Aatrox,Doinb,Lissandra,Lwx,Caitlyn,Crisp,Braum,Poss,Viktor,Magic,Jarvan IV,xiye,Jayce,Mystic,Vayne,MISSING,Tahm Kench,0,1
81,4303-5427,Royal Never Give Up,EDward Gaming,AmazingJ,Urgot,Karsa,Olaf,Xiaohu,Zoe,Uzi,Kai'Sa,Ming,Alistar,Ray,Ornn,Haro,Aatrox,Scout,Lissandra,iBoy,Ezreal,Meiko,Tahm Kench,0,1
82,4303-5428,Royal Never Give Up,EDward Gaming,AmazingJ,Urgot,Karsa,Xin Zhao,Xiaohu,Zoe,Uzi,Lucian,Ming,Galio,Ray,Sion,Haro,Sejuani,Scout,Irelia,iBoy,Kalista,Meiko,Alistar,0,1
83,4304-5429,Bilibili Gaming,Snake Esports,ADD,Urgot,Meteor,Kha'Zix,Kuro,Ryze,Jinjiao,Lucian,iiann,Alistar,Flandre,Viktor,SofM,Lee Sin,Andy,Lissandra,Asura,Kai'Sa,Maestro,Thresh,1,0
84,4304-5430,Bilibili Gaming,Snake Esports,ADD,Sion,Meteor,Kha'Zix,Kuro,Lissandra,Jinjiao,Ezreal,iiann,Tahm Kench,Flandre,Urgot,SofM,Sejuani,Andy,Jayce,Asura,Lucian,Maestro,Thresh,0,1
85,4304-5431,Snake Esports,Bilibili Gaming,Flandre,Viktor,SofM,Jarvan IV,Andy,Lissandra,Asura,Kai'Sa,Maestro,Alistar,ADD,Urgot,Meteor,Olaf,Kuro,Aurelion Sol,Jinjiao,Cassiopeia,iiann,Thresh,1,0
86,4305-5432,JD Gaming,Top Esports,Zoom,Sylas,Flawless,Camille,Yagao,Lissandra,Bvoy,Ezreal,LvMao,Shen,369,Urgot,Xx,Olaf,knight,Corki,LokeN,Sivir,Ben,Galio,1,0
87,4305-5433,Top Esports,JD Gaming,369,Sion,Xx,Olaf,knight,Zoe,LokeN,Varus,Ben,Tahm Kench,Zoom,Urgot,Flawless,Trundle,Yagao,Viktor,imp,Sivir,LvMao,Thresh,0,1
88,4306-5434,FunPlus Phoenix,LGD Gaming,GimGoon,Fiora,Tian,Kindred,Doinb,Lissandra,Lwx,Varus,Crisp,Tahm Kench,Lies,Yorick,Condi,Camille,Yuuki,Corki,Kramer,Kai'Sa,RD,Morgana,0,1
89,4306-5435,FunPlus Phoenix,LGD Gaming,GimGoon,Renekton,Tian,Kindred,Doinb,Karma,Lwx,Ezreal,Crisp,Tahm Kench,Lies,Kennen,Condi,Camille,Yuuki,Akali,Kramer,Kai'Sa,RD,Gragas,1,0
90,4306-5436,FunPlus Phoenix,LGD Gaming,GimGoon,Sylas,Tian,Gragas,Doinb,Sion,Lwx,Kai'Sa,Crisp,Alistar,Lies,Yorick,Condi,Xin Zhao,Yuuki,Ryze,Kramer,Draven,RD,Morgana,0,1
91,4307-5437,Rogue Warriors,Suning,Zhaoyun,Urgot,Daylight,Olaf,MaiX,Syndra,ZWuJi,Lucian,Killua,Braum,Langx,Sion,Weiwei,Lee Sin,Maple,Lissandra,smlz,Kai'Sa,SwordArt,Alistar,0,1
92,4307-5438,Rogue Warriors,Suning,Zhaoyun,Jax,Daylight,Jarvan IV,MaiX,Syndra,ZWuJi,Ezreal,Killua,Tahm Kench,Langx,Urgot,H4cker,Xin Zhao,Maple,Lissandra,smlz,Viktor,SwordArt,Soraka,0,1
93,4308-5439,Vici Gaming,Victory Five,Chelizi,Urgot,Aix,Lee Sin,Jay,Zoe,Puff,Vayne,Southwind,Braum,Jinoo,Sion,Ben4,Gragas,Corn,Jayce,y4,Ashe,Ley,Tahm Kench,0,1
94,4308-5440,Vici Gaming,Victory Five,Chelizi,Urgot,Aix,Olaf,Jay,Syndra,Puff,Ezreal,Southwind,Tahm Kench,Jinoo,Vladimir,Ben4,Jarvan IV,Corn,LeBlanc,y4,Kai'Sa,Ley,Alistar,1,0
95,4308-5442,Victory Five,Vici Gaming,Jinoo,Sion,Y1han,Kayn,Corn,Zoe,y4,Ezreal,Ley,Galio,Chelizi,Jax,Aix,Lee Sin,Jay,Urgot,Puff,Cassiopeia,Southwind,Tahm Kench,0,1
96,4309-5441,Oh My God,Team WE,Xiyang,Yorick,l3est16,Olaf,ICON,LeBlanc,chel1y,Ezreal,COLD,Braum,Poss,Urgot,Magic,Camille,xiye,Lissandra,Mystic,Kai'Sa,MISSING,Rakan,0,1
97,4309-5443,Oh My God,Team WE,Xiyang,Sion,l3est16,Olaf,ICON,Akali,chel1y,Ezreal,COLD,Alistar,Poss,Urgot,beishang,Aatrox,xiye,Lissandra,Mystic,Vayne,MISSING,Braum,1,0
98,4309-5444,Oh My God,Team WE,Xiyang,Urgot,l3est16,Lee Sin,ICON,Vladimir,chel1y,Lucian,COLD,Gragas,Poss,Sion,beishang,Aatrox,xiye,LeBlanc,Mystic,Sivir,MISSING,Braum,1,0
99,4310-5445,SinoDragon Gaming,Invictus Gaming,Changhong,Sylas,Xiaopeng,Lee Sin,Twila,Lissandra,GALA,Kai'Sa,Mark,Braum,TheShy,Fiora,Ning,Aatrox,Rookie,Ryze,JackeyLove,Kalista,Baolan,Alistar,1,0
100,4310-5446,Invictus Gaming,SinoDragon Gaming,Duke,Akali,Ning,Gragas,Rookie,Jayce,JackeyLove,Ezreal,Baolan,Galio,Changhong,Sion,Xiaopeng,Nidalee,Twila,Lissandra,GALA,Kai'Sa,Mark,Alistar,0,1
101,4311-5447,Suning,EDward Gaming,Langx,Yorick,H4cker,Xin Zhao,Maple,Syndra,smlz,Kai'Sa,SwordArt,Thresh,Ray,Ryze,Clearlove,Skarner,Scout,Urgot,iBoy,Sivir,Meiko,Galio,1,0
102,4311-5448,Suning,EDward Gaming,Langx,Urgot,H4cker,Lee Sin,Maple,Lulu,smlz,Kai'Sa,SwordArt,Thresh,Ray,Sion,Clearlove,Gragas,Scout,Zoe,iBoy,Sivir,Meiko,Galio,1,0
103,4312-5449,Vici Gaming,Snake Esports,Chelizi,Kennen,Aix,Poppy,Jay,Zoe,Puff,Ashe,Southwind,Tahm Kench,Flandre,Vladimir,SofM,Jarvan IV,DanChung,Viktor,Asura,Kalista,Maestro,Thresh,0,1
