,id,blueTeamTag,redTeamTag,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,rResult,bResult
10,8405-8405_game_1,Rare Atom,Top Esports,Cube,Gwen,Leyan,Rek'Sai,Strive,Corki,iBoy,Caitlyn,Zorah,Lux,Zoom,Kennen,Tian,Lee Sin,knight,Viktor,JackeyLove,Jhin,Zhuo,Karma,0,1
11,8405-8405_game_2,Top Esports,Rare Atom,Zoom,Gwen,Tian,Viego,knight,Tryndamere,JackeyLove,Ziggs,Zhuo,Nautilus,Cube,Jayce,Leyan,Lee Sin,Strive,Corki,iBoy,Kai'Sa,Zorah,Leona,1,0
12,8406-8406_game_1,Ultra Prime,LNG Esports,zs,Kennen,H4cker,Xin Zhao,Cryin,Corki,Elk,Jinx,ShiauC,Leona,Ale,Irelia,Tarzan,Lee Sin,Doinb,Ryze,Light,Aphelios,LvMao,Lulu,1,0
13,8406-8406_game_2,Ultra Prime,LNG Esports,zs,Gwen,H4cker,Udyr,Cryin,Corki,Elk,Jinx,ShiauC,Blitzcrank,Ale,Fiora,Tarzan,Jarvan IV,Doinb,Viktor,Light,Caitlyn,LvMao,Lux,1,0
14,8407-8407_game_1,ThunderTalk Gaming,Invictus Gaming,New,Camille,Moyan,Xin Zhao,Feikun,Corki,Puff,Jinx,Southwind,Lulu,neny,Gwen,Xun,Lee Sin,Yuekai,Vex,xiaoyueji,Aphelios,XinLiu,Rakan,1,0
15,8407-8407_game_2,Invictus Gaming,ThunderTalk Gaming,neny,Jayce,Xun,Xin Zhao,Yuekai,LeBlanc,xiaoyueji,Jinx,XinLiu,Lulu,New,Gwen,Moyan,Lee Sin,Feikun,Vex,Puff,Aphelios,Southwind,Thresh,0,1
16,8408-8408_game_1,Team WE,Weibo Gaming,Biubiu,Renekton,View,Xin Zhao,Shanks,Corki,Stay,Jinx,Kedaya,Rakan,TheShy,Gwen,SofM,Jarvan IV,Angel,Viktor,huanfeng,Aphelios,ON,Thresh,1,0
17,8408-8408_game_2,Weibo Gaming,Team WE,TheShy,Graves,SofM,Lee Sin,Angel,Vex,huanfeng,Aphelios,ON,Rakan,Biubiu,Sion,View,Xin Zhao,Shanks,Corki,Stay,Jhin,Kedaya,Sona,0,1
18,8409-8409_game_1,LGD Gaming,FunPlus Phoenix,fearness,Camille,Shad0w,Xin Zhao,YeG,Galio,Eric,Ezreal,Jinjiao,Braum,Xiaolaohu,Jax,Beichuan,Lee Sin,Gori,Corki,Lwx,Jhin,Hang,Leona,1,0
19,8409-8409_game_2,LGD Gaming,FunPlus Phoenix,fearness,Gwen,Shad0w,Xin Zhao,YeG,Vex,Eric,Ezreal,Jinjiao,Braum,Xiaolaohu,Jayce,Beichuan,Lee Sin,Gori,Corki,Lwx,Kai'Sa,Hang,Leona,1,0
20,8410-8410_game_1,Anyone's Legend,Oh My God,Zdz,Jayce,Xiaohao,Xin Zhao,Forge,Sylas,Betty,Jhin,QiuQiu,Leona,shanji,Graves,Aki,Jarvan IV,Creme,Akali,Able,Jinx,COLD,Rell,1,0
21,8410-8410_game_2,Oh My God,Anyone's Legend,shanji,Rumble,Aki,Jarvan IV,Creme,Viktor,Able,Jinx,COLD,Thresh,Zdz,Sett,Xiaohao,Viego,Forge,Corki,Betty,Varus,QiuQiu,Leona,0,1
22,8411-8411_game_1,Royal Never Give Up,JD Gaming,Bin,Akshan,Wei,Jarvan IV,Xiaohu,Twisted Fate,GALA,Aphelios,Ming,Nautilus,369,Graves,Kanavi,Lee Sin,Yagao,Corki,Lpc,Ziggs,MISSING,Leona,0,1
23,8411-8411_game_2,Royal Never Give Up,JD Gaming,Bin,Jayce,Wei,Jarvan IV,Xiaohu,Twisted Fate,GALA,Aphelios,Ming,Nautilus,369,Sion,Kanavi,Lee Sin,Yagao,Viktor,Lpc,Ziggs,MISSING,Leona,1,0
24,8411-8411_game_3,Royal Never Give Up,JD Gaming,Bin,Gragas,Wei,Viego,Xiaohu,Corki,GALA,Aphelios,Ming,Nautilus,369,Gangplank,Kanavi,Lee Sin,Yagao,Viktor,Lpc,Jhin,MISSING,Leona,0,1
25,8412-8412_game_1,ThunderTalk Gaming,EDward Gaming,New,Camille,Moyan,Lee Sin,Feikun,Galio,Puff,Jinx,Southwind,Nautilus,Xiaoxiang,Gwen,JieJie,Xin Zhao,Scout,Zoe,Viper,Aphelios,Meiko,Thresh,1,0
26,8412-8412_game_2,ThunderTalk Gaming,EDward Gaming,New,Camille,Moyan,Xin Zhao,Feikun,Galio,Puff,Jinx,Southwind,Lulu,Xiaoxiang,Gwen,JieJie,Olaf,Scout,Viktor,Viper,Aphelios,Meiko,Thresh,1,0
27,8413-8413_game_1,Top Esports,Ultra Prime,Zoom,Renekton,Xiaopeng,Nidalee,knight,Sylas,JackeyLove,Aphelios,Zhuo,Rakan,zs,Jax,H4cker,Lee Sin,Cryin,Corki,Elk,Ziggs,ShiauC,Leona,0,1
28,8413-8413_game_2,Top Esports,Ultra Prime,Zoom,Renekton,Xiaopeng,Nidalee,knight,Viktor,JackeyLove,Ezreal,Zhuo,Rakan,zs,Ornn,H4cker,Lee Sin,Cryin,Corki,Elk,Kai'Sa,ShiauC,Leona,1,0
29,8413-8413_game_3,Top Esports,Ultra Prime,Zoom,Gragas,Xiaopeng,Lee Sin,knight,Corki,JackeyLove,Ezreal,Zhuo,Braum,zs,Graves,H4cker,Rek'Sai,Cryin,Viktor,Elk,Xayah,ShiauC,Leona,0,1
30,8414-8414_game_1,Rare Atom,LNG Esports,Cube,Gwen,Leyan,Rek'Sai,Strive,Corki,iBoy,Jinx,Zorah,Nautilus,Ale,Jax,Tarzan,Xin Zhao,Doinb,Viktor,Light,Aphelios,LvMao,Lulu,0,1
31,8414-8414_game_2,Rare Atom,LNG Esports,Cube,Jax,Leyan,Jarvan IV,Strive,Corki,iBoy,Aphelios,Zorah,Braum,Ale,Gwen,Tarzan,Xin Zhao,Doinb,Viktor,Light,Jinx,LvMao,Thresh,1,0
32,8414-8414_game_3,Rare Atom,LNG Esports,Cube,Gwen,Leyan,Qiyana,Strive,Vex,iBoy,Jinx,Zorah,Leona,Ale,Jayce,Tarzan,Jarvan IV,Doinb,Corki,Light,Jhin,LvMao,Nautilus,1,0
33,8415-8415_game_1,Oh My God,Invictus Gaming,shanji,Gragas,Aki,Talon,Creme,Corki,Able,Samira,COLD,Rell,neny,Gwen,Xun,Xin Zhao,Yuekai,Viktor,xiaoyueji,Vayne,XinLiu,Rakan,0,1
34,8415-8415_game_2,Invictus Gaming,Oh My God,neny,Gwen,Xun,Lee Sin,Yuekai,Corki,xiaoyueji,Kai'Sa,XinLiu,Rakan,shanji,Gragas,Aki,Xin Zhao,Creme,Viktor,Able,Ezreal,COLD,Yuumi,1,0
35,8416-8416_game_1,Team WE,Victory Five,Biubiu,Gwen,View,Xin Zhao,Shanks,Ryze,Stay,Kai'Sa,Kedaya,Leona,Invincible,Jax,Karsa,Viego,Rookie,Viktor,Photic,Jhin,ppgod,Nautilus,1,0
36,8416-8416_game_2,Team WE,Victory Five,Biubiu,Gragas,View,Talon,Shanks,Orianna,Stay,Aphelios,Kedaya,Rakan,Invincible,Graves,Karsa,Viego,Rookie,Vex,Photic,Jinx,ppgod,Nautilus,0,1
37,8416-8416_game_3,Victory Five,Team WE,Invincible,Gragas,Karsa,Jarvan IV,Rookie,Zoe,Photic,Jinx,ppgod,Thresh,Biubiu,Renekton,View,Nidalee,Shanks,Viktor,Stay,Jhin,Kedaya,Leona,0,1
38,8417-8417_game_1,Bilibili Gaming,Weibo Gaming,Breathe,Gragas,Weiwei,Talon,FoFo,Corki,Doggo,Jhin,Crisp,Leona,TheShy,Gwen,SofM,Zed,Angel,Viktor,huanfeng,Aphelios,ON,Nautilus,1,0
39,8417-8417_game_2,Weibo Gaming,Bilibili Gaming,TheShy,Viktor,SofM,Lee Sin,Angel,Akali,huanfeng,Varus,ON,Nautilus,Breathe,Gwen,Weiwei,Xin Zhao,FoFo,LeBlanc,Doggo,Jhin,Crisp,Leona,1,0
40,8417-8417_game_3,Bilibili Gaming,Weibo Gaming,Breathe,Camille,Weiwei,Viego,FoFo,Zoe,Doggo,Ziggs,Crisp,Leona,TheShy,Graves,SofM,Xin Zhao,Angel,LeBlanc,huanfeng,Aphelios,ON,Yuumi,0,1
41,8418-8418_game_1,ThunderTalk Gaming,Royal Never Give Up,New,Graves,Moyan,Talon,Feikun,Zoe,Puff,Aphelios,Southwind,Thresh,Bin,Jax,Wei,Xin Zhao,Xiaohu,Vex,GALA,Jinx,Ming,Nautilus,1,0
42,8418-8418_game_2,Royal Never Give Up,ThunderTalk Gaming,Bin,Gwen,Wei,Olaf,Xiaohu,Lucian,GALA,Aphelios,Ming,Leona,New,Kennen,Moyan,Diana,Feikun,Renekton,Puff,Ezreal,Southwind,Braum,0,1
43,8419-8419_game_1,FunPlus Phoenix,Anyone's Legend,Xiaolaohu,Graves,Beichuan,Viego,Gori,Ryze,Lwx,Aphelios,Hang,Lulu,Zdz,Gwen,Xiaohao,Jarvan IV,Maple,Zoe,Betty,Jinx,QiuQiu,Rakan,0,1
44,8419-8419_game_2,FunPlus Phoenix,Anyone's Legend,Xiaolaohu,Jayce,Beichuan,Talon,Gori,Ryze,Lwx,Aphelios,Hang,Lulu,Zdz,Graves,Xiaohao,Viego,Maple,Zoe,Betty,Ziggs,QiuQiu,Leona,0,1
45,8420-8420_game_1,LGD Gaming,JD Gaming,fearness,Jayce,Shad0w,Viego,YeG,Corki,Eric,Ziggs,Jinjiao,Leona,369,Malphite,Kanavi,Xin Zhao,Yagao,Viktor,Hope,Jinx,MISSING,Lulu,1,0
46,8420-8420_game_2,LGD Gaming,JD Gaming,Garvey,Corki,Shad0w,Jarvan IV,YeG,Graves,Eric,Ziggs,Jinjiao,Leona,369,Kennen,Kanavi,Xin Zhao,Yagao,Sylas,Hope,Jinx,MISSING,Thresh,1,0
47,8421-8421_game_1,Ultra Prime,EDward Gaming,zs,Renekton,H4cker,Lee Sin,Cryin,Syndra,Elk,Kai'Sa,ShiauC,Nautilus,Flandre,Graves,JieJie,Xin Zhao,Scout,Ryze,Viper,Jhin,Meiko,Leona,1,0
48,8421-8421_game_2,Ultra Prime,EDward Gaming,zs,Gragas,H4cker,Jarvan IV,Cryin,Syndra,Elk,Jinx,ShiauC,Leona,Flandre,Cho'Gath,JieJie,Xin Zhao,Scout,Viktor,Viper,Aphelios,Meiko,Lulu,0,1
49,8421-8421_game_3,Ultra Prime,EDward Gaming,zs,Gwen,H4cker,Jarvan IV,Cryin,LeBlanc,Elk,Jinx,ShiauC,Alistar,Flandre,Gragas,JieJie,Lee Sin,Scout,Sylas,Viper,Jhin,Meiko,Leona,1,0
50,8422-8422_game_1,Team WE,Top Esports,Biubiu,Gragas,View,Xin Zhao,Shanks,Ryze,Stay,Aphelios,Kedaya,Lulu,Zoom,Aatrox,Xiaopeng,Viego,knight,LeBlanc,JackeyLove,Jinx,Zhuo,Thresh,0,1
51,8422-8422_game_2,Top Esports,Team WE,Zoom,Renekton,Xiaopeng,Nidalee,knight,Corki,JackeyLove,Varus,Zhuo,Braum,Biubiu,Gragas,View,Viego,Shanks,Viktor,Stay,Aphelios,Kedaya,Leona,0,1
52,8422-8422_game_3,Team WE,Top Esports,Biubiu,Gragas,View,Viego,Shanks,LeBlanc,Stay,Aphelios,Kedaya,Lulu,Zoom,Sett,Xiaopeng,Xin Zhao,knight,Viktor,JackeyLove,Jinx,Zhuo,Nautilus,1,0
53,8423-8423_game_1,LNG Esports,Invictus Gaming,Ale,Jayce,Tarzan,Diana,Doinb,Renekton,Light,Jinx,LvMao,Leona,neny,Malphite,Xun,Xin Zhao,Yuekai,Viktor,Ahn,Jhin,XinLiu,Taric,0,1
54,8423-8423_game_2,Invictus Gaming,LNG Esports,neny,Graves,Xun,Diana,Yuekai,Viktor,Ahn,Samira,XinLiu,Nautilus,Ale,Jax,Tarzan,Lee Sin,Doinb,Twisted Fate,Light,Caitlyn,LvMao,Alistar,1,0
55,8424-8424_game_1,Rare Atom,Victory Five,Cube,Gwen,Leyan,Qiyana,Strive,Viktor,iBoy,Jinx,Zorah,Thresh,Rich,Gragas,Karsa,Talon,Rookie,Syndra,Photic,Aphelios,ppgod,Nautilus,0,1
56,8424-8424_game_2,Victory Five,Rare Atom,Rich,Graves,Karsa,Jarvan IV,Rookie,Viktor,Photic,Aphelios,ppgod,Thresh,Cube,Gwen,Leyan,Viego,Strive,Ryze,iBoy,Jinx,Zorah,Rakan,0,1
57,8424-8424_game_3,Rare Atom,Victory Five,Cube,Jayce,Leyan,Nidalee,Strive,Zoe,iBoy,Jinx,Zorah,Leona,Rich,Gragas,Karsa,Xin Zhao,Rookie,Viktor,Photic,Aphelios,ppgod,Rakan,1,0
58,8425-8425_game_1,Oh My God,Bilibili Gaming,shanji,Gragas,Aki,Talon,Creme,Corki,Able,Ezreal,COLD,Nautilus,Breathe,Graves,Weiwei,Xin Zhao,FoFo,Viktor,Doggo,Jhin,Crisp,Karma,0,1
59,8425-8425_game_2,Bilibili Gaming,Oh My God,Breathe,Gwen,Weiwei,Trundle,FoFo,Orianna,Doggo,Aphelios,Crisp,Thresh,shanji,Gangplank,Aki,Xin Zhao,Creme,Viktor,Able,Jinx,COLD,Nautilus,0,1
60,8425-8425_game_3,Oh My God,Bilibili Gaming,shanji,Sett,Aki,Talon,Creme,Corki,Able,Ezreal,COLD,Braum,Breathe,Akali,Weiwei,Viego,FoFo,Vex,Doggo,Jinx,Crisp,Nautilus,1,0
61,8426-8426_game_1,Ultra Prime,LGD Gaming,zs,Gragas,H4cker,Olaf,Cryin,Corki,Elk,Caitlyn,ShiauC,Morgana,fearness,Gwen,Shad0w,Xin Zhao,YeG,Ekko,Eric,Varus,Jinjiao,Rakan,0,1
62,8426-8426_game_2,LGD Gaming,Ultra Prime,fearness,Ornn,Shad0w,Xin Zhao,YeG,LeBlanc,Eric,Jinx,Jinjiao,Nautilus,zs,Gragas,H4cker,Lee Sin,Cryin,Corki,Elk,Jhin,ShiauC,Leona,0,1
63,8426-8426_game_3,Ultra Prime,LGD Gaming,zs,Gragas,H4cker,Lee Sin,Cryin,Corki,Elk,Caitlyn,ShiauC,Lux,fearness,Camille,Shad0w,Diana,YeG,Renekton,Eric,Jhin,Jinjiao,Karma,0,1
64,8427-8427_game_1,Anyone's Legend,Royal Never Give Up,Zdz,Gwen,Xiaohao,Xin Zhao,Maple,Corki,Betty,Jinx,QiuQiu,Leona,Bin,Jax,Wei,Diana,Xiaohu,Tryndamere,GALA,Aphelios,Ming,Nautilus,0,1
65,8427-8427_game_2,Anyone's Legend,Royal Never Give Up,Zdz,Graves,Xiaohao,Xin Zhao,Maple,Ryze,Betty,Jinx,QiuQiu,Nautilus,Bin,Jax,Wei,Jarvan IV,Xiaohu,Viktor,GALA,Aphelios,Ming,Thresh,1,0
66,8427-8427_game_3,Anyone's Legend,Royal Never Give Up,Zdz,Graves,Xiaohao,Xin Zhao,Maple,Corki,Betty,Jinx,QiuQiu,Braum,Bin,Camille,Wei,Viego,Xiaohu,Vex,GALA,Aphelios,Ming,Nautilus,1,0
67,8428-8428_game_1,Weibo Gaming,ThunderTalk Gaming,TheShy,Gwen,SofM,Kha'Zix,Angel,Syndra,huanfeng,Caitlyn,ON,Nautilus,New,Graves,Moyan,Xin Zhao,Feikun,Galio,Puff,Aphelios,Southwind,Lux,0,1
68,8428-8428_game_2,Weibo Gaming,ThunderTalk Gaming,TheShy,Gragas,SofM,Jarvan IV,Angel,Viktor,huanfeng,Aphelios,ON,Lulu,New,Gangplank,Moyan,Xin Zhao,Feikun,Galio,Puff,Jinx,Southwind,Yuumi,1,0
69,8428-8428_game_3,Weibo Gaming,ThunderTalk Gaming,TheShy,Gragas,SofM,Xin Zhao,Angel,Viktor,huanfeng,Caitlyn,ON,Lux,New,Ornn,Moyan,Lee Sin,Feikun,Zoe,Puff,Jinx,Southwind,Yuumi,0,1
70,8429-8429_game_1,LNG Esports,Team WE,Ale,Gwen,Tarzan,Xin Zhao,Doinb,Ryze,Light,Aphelios,LvMao,Thresh,Biubiu,Jax,View,Viego,Shanks,Twisted Fate,Xing,Jinx,Kedaya,Lulu,0,1
71,8429-8429_game_2,LNG Esports,Team WE,Ale,Camille,Tarzan,Xin Zhao,Doinb,Galio,Light,Jinx,LvMao,Lulu,Biubiu,Gragas,View,Viego,Shanks,Ryze,Xing,Aphelios,Kedaya,Thresh,0,1
72,8430-8430_game_1,FunPlus Phoenix,JD Gaming,Xiaolaohu,Graves,Beichuan,Viego,Gori,Galio,Lwx,Aphelios,Hang,Thresh,369,Kennen,Kanavi,Jarvan IV,Yagao,Ryze,Hope,Jinx,MISSING,Lulu,0,1
73,8430-8430_game_2,FunPlus Phoenix,JD Gaming,Xiaolaohu,Gwen,Beichuan,Diana,Gori,Yasuo,Lwx,Caitlyn,Hang,Lux,369,Jax,Kanavi,Xin Zhao,Yagao,Viktor,Hope,Jhin,MISSING,Karma,1,0
74,8430-8430_game_3,JD Gaming,FunPlus Phoenix,369,Kennen,Kanavi,Rek'Sai,Yagao,Corki,Hope,Aphelios,MISSING,Nautilus,Xiaolaohu,Gwen,Beichuan,Lee Sin,Gori,Ryze,Lwx,Jinx,Hang,Leona,0,1
75,8431-8431_game_1,EDward Gaming,Oh My God,Xiaoxiang,Gwen,JieJie,Jarvan IV,Scout,Twisted Fate,Viper,Ezreal,Meiko,Karma,shanji,Graves,Aki,Xin Zhao,Creme,Akali,Able,Jinx,COLD,Lulu,0,1
76,8431-8431_game_2,EDward Gaming,Oh My God,Xiaoxiang,Ornn,JieJie,Lee Sin,Scout,Syndra,Viper,Aphelios,Meiko,Thresh,shanji,Renekton,Aki,Rek'Sai,Creme,Viktor,Able,Jinx,COLD,Nautilus,0,1
77,8432-8432_game_1,Weibo Gaming,Anyone's Legend,TheShy,Gwen,SofM,Trundle,Angel,Corki,huanfeng,Xayah,ON,Rakan,Zdz,Kennen,Xiaohao,Xin Zhao,Maple,Viktor,Betty,Jinx,QiuQiu,Nautilus,0,1
78,8432-8432_game_2,Weibo Gaming,Anyone's Legend,TheShy,Jayce,SofM,Trundle,Angel,Corki,huanfeng,Xayah,ON,Rakan,Zdz,Graves,Xiaohao,Xin Zhao,Maple,Vex,Betty,Aphelios,QiuQiu,Nautilus,0,1
79,8433-8433_game_1,Invictus Gaming,Royal Never Give Up,neny,Gwen,Xun,Lee Sin,Yuekai,Corki,xiaoyueji,Caitlyn,XinLiu,Lux,Bin,Jayce,Wei,Xin Zhao,Xiaohu,Orianna,GALA,Aphelios,Ming,Nautilus,1,0
80,8433-8433_game_2,Invictus Gaming,Royal Never Give Up,neny,Gragas,Xun,Xin Zhao,Yuekai,Viktor,xiaoyueji,Aphelios,XinLiu,Seraphine,Bin,Graves,Wei,Viego,Xiaohu,LeBlanc,GALA,Jinx,Ming,Thresh,1,0
81,8434-8434_game_1,Victory Five,Top Esports,Rich,Akali,Karsa,Trundle,Rookie,Azir,Photic,Jinx,ppgod,Thresh,Zoom,Gwen,Xiaopeng,Xin Zhao,knight,Viktor,JackeyLove,Aphelios,Zhuo,Braum,1,0
82,8434-8434_game_2,Top Esports,Victory Five,Zoom,Kennen,Xiaopeng,Xin Zhao,knight,Corki,JackeyLove,Aphelios,Zhuo,Leona,Rich,Gwen,Karsa,Poppy,Rookie,Viktor,Photic,Jinx,ppgod,Nautilus,1,0
83,8434-8434_game_3,Victory Five,Top Esports,Rich,Graves,Karsa,Lee Sin,Rookie,Orianna,Photic,Aphelios,ppgod,Thresh,Zoom,Jayce,Xiaopeng,Jarvan IV,knight,Zoe,JackeyLove,Jinx,Zhuo,Nautilus,0,1
84,8435-8435_game_1,LGD Gaming,Oh My God,fearness,Ornn,Shad0w,Xin Zhao,YeG,Corki,Eric,Jinx,Jinjiao,Leona,shanji,Gragas,Aki,Zed,Creme,Viktor,Able,Aphelios,COLD,Thresh,0,1
85,8435-8435_game_2,Oh My God,LGD Gaming,shanji,Graves,Aki,Jarvan IV,Creme,Viktor,Able,Jinx,COLD,Nautilus,fearness,Camille,Shad0w,Lee Sin,YeG,Galio,Eric,Aphelios,Jinjiao,Braum,0,1
86,8435-8435_game_3,LGD Gaming,Oh My God,fearness,Ornn,Shad0w,Viego,YeG,Orianna,Eric,Jinx,Jinjiao,Leona,shanji,Gangplank,Aki,Xin Zhao,Creme,Viktor,Able,Aphelios,COLD,Nautilus,0,1
87,8436-8436_game_1,Bilibili Gaming,Rare Atom,Breathe,Jayce,Weiwei,Jarvan IV,FoFo,Orianna,Doggo,Aphelios,Crisp,Thresh,Cube,Graves,Leyan,Poppy,Strive,Corki,iBoy,Jinx,yuyanjia,Nautilus,0,1
88,8436-8436_game_2,Bilibili Gaming,Rare Atom,Breathe,Akali,Weiwei,Jarvan IV,FoFo,Orianna,Doggo,Aphelios,Crisp,Nautilus,Cube,Gwen,Leyan,Rek'Sai,Strive,Viktor,iBoy,Jinx,yuyanjia,Braum,0,1
89,8437-8437_game_1,Invictus Gaming,Ultra Prime,Zika,Gwen,Xun,Lee Sin,Yuekai,Orianna,xiaoyueji,Aphelios,XinLiu,Rakan,zs,Jayce,H4cker,Xin Zhao,Cryin,Corki,Elk,Ziggs,ShiauC,Leona,1,0
90,8437-8437_game_2,Ultra Prime,Invictus Gaming,zs,Gragas,H4cker,Jarvan IV,Cryin,Corki,Elk,Xayah,ShiauC,Rakan,Zika,Gwen,Xun,Xin Zhao,Yuekai,LeBlanc,xiaoyueji,Ezreal,XinLiu,Leona,0,1
91,8438-8438_game_1,Anyone's Legend,ThunderTalk Gaming,Zdz,Gwen,Xiaohao,Xin Zhao,Maple,Ryze,Betty,Jinx,QiuQiu,Lulu,New,Jayce,Moyan,Olaf,Feikun,Twisted Fate,Puff,Aphelios,Southwind,Yuumi,1,0
92,8438-8438_game_2,ThunderTalk Gaming,Anyone's Legend,New,Gwen,Moyan,Xin Zhao,Feikun,Viktor,Puff,Ezreal,Southwind,Rakan,Zdz,Jayce,Xiaohao,Lee Sin,Maple,Akali,Betty,Jinx,QiuQiu,Nautilus,1,0
93,8438-8438_game_3,ThunderTalk Gaming,Anyone's Legend,New,Camille,Moyan,Xin Zhao,Feikun,Vex,Puff,Jinx,Southwind,Thresh,Zdz,Jax,Xiaohao,Lee Sin,Maple,LeBlanc,Betty,Jhin,QiuQiu,Yuumi,0,1
94,8439-8439_game_1,Weibo Gaming,Victory Five,TheShy,Graves,SofM,Trundle,Angel,Corki,huanfeng,Caitlyn,ON,Sett,Rich,Akshan,Karsa,Xin Zhao,Rookie,Viktor,Photic,Samira,ppgod,Nautilus,1,0
95,8439-8439_game_2,Victory Five,Weibo Gaming,Rich,Gragas,Karsa,Jarvan IV,Rookie,Viktor,Photic,Ezreal,ppgod,Yuumi,TheShy,Gnar,SofM,Viego,Angel,Zoe,huanfeng,Xayah,ON,Rakan,1,0
96,8439-8439_game_3,Weibo Gaming,Victory Five,TheShy,Sion,SofM,Zed,Angel,Corki,huanfeng,Xayah,ON,Rakan,Rich,Aatrox,Karsa,Gragas,Rookie,Lucian,Photic,Aphelios,ppgod,Nautilus,0,1
97,8440-8440_game_1,LNG Esports,FunPlus Phoenix,Ale,Jayce,Tarzan,Lee Sin,Doinb,Ryze,Light,Varus,LvMao,Alistar,Xiaolaohu,Graves,Clid,Xin Zhao,Gori,Orianna,Lwx,Jhin,Hang,Leona,0,1
98,8440-8440_game_2,FunPlus Phoenix,LNG Esports,Xiaolaohu,Camille,Clid,Diana,Gori,Galio,Lwx,Jinx,Hang,Braum,Ale,Jayce,Tarzan,Lee Sin,Doinb,Vex,Light,Ezreal,LvMao,Leona,0,1
99,8440-8440_game_3,FunPlus Phoenix,LNG Esports,Xiaolaohu,Graves,Clid,Xin Zhao,Gori,Viktor,Lwx,Aphelios,Hang,Nautilus,Ale,Fiora,Tarzan,Lee Sin,Doinb,Ryze,Light,Jinx,LvMao,Leona,1,0
100,8441-8441_game_1,Top Esports,Oh My God,Zoom,Ornn,Xiaopeng,Jarvan IV,knight,Viktor,JackeyLove,Aphelios,Zhuo,Sett,shanji,Aatrox,Aki,Poppy,Creme,Orianna,Able,Jinx,COLD,Nautilus,1,0
101,8441-8441_game_2,Top Esports,Oh My God,Zoom,Renekton,Xiaopeng,Jarvan IV,knight,Viktor,JackeyLove,Xayah,Zhuo,Braum,shanji,Aatrox,Aki,Poppy,Creme,LeBlanc,Able,Aphelios,COLD,Thresh,1,0
