,id,blueTeamTag,redTeamTag,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,rResult,bResult
646,6257-8200,eStar,Vici Gaming,Xiaobai,Mordekaiser,Wei,Jarvan IV,Fenfen,Zoe,Wink,Varus,ShiauC,Thresh,Cube,Wukong,Leyan,Volibear,Zeka,Azir,iBoy,Kalista,Hang,Taric,1,0
647,6257-8201,Vici Gaming,eStar,Cube,Gnar,Leyan,Rek'Sai,Zeka,Akali,iBoy,Kalista,Hang,Taric,Xiaobai,Volibear,Wei,Trundle,Fenfen,Zoe,Wink,Ashe,ShiauC,Tahm Kench,0,1
648,6258-8209,Rogue Warriors,EDward Gaming,Holder,Wukong,Haro,Lee Sin,Ruby,Zoe,ZWuJi,Lucian,Ley,Thresh,Aodi,Ornn,JieJie,Volibear,Scout,Syndra,Hope,Aphelios,Meiko,Nautilus,1,0
649,6258-8210,Rogue Warriors,EDward Gaming,Holder,Malphite,Haro,Lee Sin,Ruby,Azir,ZWuJi,Lucian,Ley,Thresh,Aodi,Wukong,JieJie,Trundle,Scout,Ekko,Hope,Ashe,Meiko,Nautilus,1,0
650,6259-8215,Invictus Gaming,JD Gaming,TheShy,Jayce,Ning,Volibear,Rookie,Azir,Puff,Aphelios,Southwind,Nautilus,Zoom,Renekton,Kanavi,Lee Sin,Yagao,Zoe,LokeN,Ezreal,LvMao,Leona,1,0
651,6259-8216,Invictus Gaming,JD Gaming,TheShy,Jayce,Ning,Rek'Sai,Rookie,Twisted Fate,Puff,Aphelios,Southwind,Nautilus,Zoom,Ornn,Kanavi,Lee Sin,Yagao,Zoe,LokeN,Ezreal,LvMao,Sett,1,0
652,6260-8224,eStar,Victory Five,Xiaobai,Mordekaiser,Wei,Lee Sin,Fenfen,Galio,Wink,Aphelios,ShiauC,Nautilus,Biubiu,Ornn,Weiwei,Graves,Mole,Zoe,Hans SamD,Ashe,ppgod,Leona,1,0
653,6260-8225,Victory Five,eStar,Biubiu,Mordekaiser,Weiwei,Lee Sin,Mole,Zoe,Hans SamD,Ashe,ppgod,Nautilus,Xiaobai,Volibear,Wei,Graves,Fenfen,Twisted Fate,Wink,Ezreal,ShiauC,Leona,0,1
654,6261-8230,Royal Never Give Up,FunPlus Phoenix,New,Volibear,XLB,Nocturne,Xiaohu,Twisted Fate,GALA,Aphelios,Ming,Leona,Khan,Ornn,Tian,Graves,Doinb,Sylas,Lwx,Ashe,Crisp,Nautilus,0,1
655,6261-8232,FunPlus Phoenix,Royal Never Give Up,Khan,Fiora,Tian,Graves,Doinb,Rumble,Lwx,Ashe,Crisp,Tahm Kench,New,Volibear,XLB,Lee Sin,Xiaohu,Corki,GALA,Kai'Sa,Ming,Karma,0,1
656,6261-8233,Royal Never Give Up,FunPlus Phoenix,New,Ornn,XLB,Lee Sin,Xiaohu,Syndra,GALA,Aphelios,Ming,Sett,Khan,Kayle,Tian,Graves,Doinb,Karma,Lwx,Ashe,Crisp,Nautilus,1,0
657,6262-7832,optical spectrum E-sports,Top Esports Challenger,Kahom,Kled,Cheats,Lee Sin,Wood,Lissandra,Cherub,Ezreal,yaoyao,Alistar,AK,Mordekaiser,Aki,Trundle,Cixue,Ekko,Photic,Sivir,Fahai,Yuumi,1,0
658,6262-7833,Top Esports Challenger,optical spectrum E-sports,AK,Mordekaiser,Aki,Rek'Sai,Cixue,Ekko,Photic,Ezreal,Fahai,Nautilus,Kahom,Ornn,Cheats,Trundle,Wood,Sylas,Cherub,Aphelios,yaoyao,Yuumi,0,1
659,6263-7834,Royal Club,JingNetGame,Xiaoxu,Renekton,Aria,Trundle,Yuekai,Zoe,Such,Ezreal,Lele,Tahm Kench,Yaoyang,Jax,Echo,Elise,Punk,Pantheon,YIFAN,Aphelios,Wuy,Galio,0,1
660,6263-7837,Royal Club,JingNetGame,Xiaoxu,Renekton,Aria,Trundle,Yuekai,Akali,Such,Ezreal,Lele,Bard,Yaoyang,Jax,Echo,Ekko,Punk,Sett,YIFAN,Miss Fortune,Wuy,Thresh,0,1
661,6264-7835,Suning-S,LinGan e-Sports,lilac,Aatrox,Maggie,Trundle,forse,Zoe,Assum,Ezreal,Cruel,Karma,TheNut,Wukong,Haonan,Jarvan IV,BCC,Azir,ZJJ,Aphelios,Zyumi,Thresh,0,1
662,6264-7836,LinGan e-Sports,Suning-S,TheNut,Ornn,Haonan,Lee Sin,BCC,Syndra,ZJJ,Ezreal,Zyumi,Yuumi,lilac,Aatrox,Maggie,Rek'Sai,forse,Ekko,Assum,Aphelios,Cruel,Thresh,1,0
663,6265-7840,Young Miracles,LNG Academy,September,Ornn,Famingjia,Trundle,xinye,LeBlanc,Xing,Aphelios,Ke,Leona,Decade,Renekton,pzx,Nidalee,Nameless,Malzahar,Picachu,Kalista,Chenxuan,Thresh,0,1
664,6265-7842,LNG Academy,Young Miracles,Decade,Ornn,pzx,Graves,Nameless,Syndra,Picachu,Ezreal,Chenxuan,Nautilus,September,Renekton,Famingjia,Nunu & Willump,xinye,Qiyana,Xing,Kalista,Ke,Leona,1,0
665,6266-7839,Legend Esport Gaming,All Combo,X1LAN,Wukong,August,Nidalee,Andy,Renekton,Able,Varus,Mo,Karma,jkw,Mordekaiser,Xiaohao,Lee Sin,Try9,Neeko,Chase,Sivir,L1n,Thresh,0,1
666,6266-7843,All Combo,Legend Esport Gaming,jkw,Wukong,corbie,Taliyah,Try9,Pantheon,Chase,Xayah,L1n,Nautilus,X1LAN,Mordekaiser,August,Nidalee,Andy,Renekton,Able,Kalista,Mo,Thresh,0,1
667,6266-7845,Legend Esport Gaming,All Combo,X1LAN,Wukong,August,Ekko,Andy,Sett,Able,Caitlyn,Mo,Morgana,jkw,Hecarim,corbie,Nidalee,Try9,Pantheon,Chase,Varus,L1n,Karma,0,1
668,6267-7847,LGD Gaming Young Team,Shu Dai Xiong Gaming,fearness,Ornn,Flora,Graves,Xzz,Karma,Plume,Ezreal,skIIn,Nautilus,hulatang,Aatrox,Beige,Lee Sin,Duye,Twisted Fate,X41007,Aphelios,Konodio,Leona,0,1
669,6267-7848,LGD Gaming Young Team,Shu Dai Xiong Gaming,fearness,Mordekaiser,Flora,Graves,Xzz,Nocturne,Plume,Miss Fortune,skIIn,Leona,hulatang,Jayce,Beige,Trundle,Duye,Lissandra,X41007,Ezreal,Konodio,Nautilus,0,1
670,6268-7850,Rogue Warriors Shark,Bilibili Gaming Junior,BoWen,Ornn,Xhy,Graves,HwQ,Lucian,kelin,Syndra,Kaixuan,Thresh,Myths,Mordekaiser,lhx,Trundle,qingcheng,Twisted Fate,bohe,Miss Fortune,Yuen,Nautilus,0,1
671,6268-7852,Rogue Warriors Shark,Bilibili Gaming Junior,BoWen,Mordekaiser,Xhy,Graves,HwQ,Jayce,kelin,Syndra,Kaixuan,Thresh,Alielie,Ornn,lhx,Trundle,qingcheng,Twisted Fate,bohe,Miss Fortune,Yuen,Nautilus,0,1
672,6269-7849,Team WE Academy,Vici Gaming Potential,Coten,Wukong,Magic,Olaf,Yimeng,Zoe,Simple,Miss Fortune,Zhuo,Yuumi,Zdz,Ornn,Noble,Trundle,Jay,LeBlanc,Ahn,Aphelios,Jerry,Nautilus,1,0
673,6269-7851,Vici Gaming Potential,Team WE Academy,Zdz,Aatrox,Noble,Kindred,Jay,Karma,Ahn,Aphelios,Jerry,Blitzcrank,Coten,Camille,Magic,Trundle,Yimeng,LeBlanc,Simple,Ashe,Zhuo,Bard,1,0
674,6269-7854,Team WE Academy,Vici Gaming Potential,Coten,Renekton,Magic,Trundle,Yimeng,Syndra,Simple,Aphelios,Zhuo,Thresh,Zdz,Gangplank,Noble,Jarvan IV,Jay,Zoe,Ahn,Miss Fortune,Jerry,Nautilus,1,0
675,6270-7856,WanZhen Esports Club,EDG Youth Team,Clowz,Ornn,Sixsix9,Graves,MaiX,Corki,Mine,Senna,1874,Nautilus,Hery,Aatrox,Yuan,Gragas,0909,Jayce,GENTLE,Ashe,yyc,Morgana,1,0
676,6270-7859,EDG Youth Team,WanZhen Esports Club,Hery,Jayce,Yuan,Olaf,0909,Twisted Fate,GENTLE,Syndra,yyc,Blitzcrank,Clowz,Ornn,Sixsix9,Trundle,MaiX,Corki,Mine,Kalista,1874,Thresh,0,1
677,6271-7857,Victorious Gaming,Joy Dream,sqb,Gangplank,Bun,Graves,Recall,Karma,Jz,Varus,Savoki,Sett,Humble,Renekton,Hook,Trundle,YeG,Orianna,Lpc,Sivir,Teeen,Yuumi,1,0
678,6271-7860,Joy Dream,Victorious Gaming,Humble,Renekton,Hook,Trundle,YeG,Orianna,Lpc,Varus,Teeen,Thresh,sqb,Gangplank,Bun,Nidalee,Recall,Camille,Jz,Kai'Sa,Savoki,Sett,0,1
679,6272-7862,Legend Esport Gaming,V5 87,X1LAN,Renekton,August,Nidalee,Andy,Yasuo,Able,Caitlyn,Mo,Morgana,Invincible,Aatrox,Yge,Ekko,1220,Pantheon,ch1rry,Ashe,poge,Tahm Kench,0,1
680,6272-7863,V5 87,Legend Esport Gaming,Invincible,Jayce,Yge,Graves,1220,Wukong,ch1rry,Veigar,poge,Bard,X1LAN,Jax,August,Ekko,Andy,Sett,Able,Aphelios,Mo,Thresh,0,1
681,6272-7864,Legend Esport Gaming,V5 87,X1LAN,Wukong,August,Karthus,Andy,Galio,Able,Caitlyn,Mo,Morgana,Overture,Renekton,Yge,Kindred,1220,Karma,ch1rry,Ezreal,poge,Yuumi,1,0
682,6273-7867,Dominus Esports Young,Young Miracles,melody,Poppy,xiaohuangren,Graves,Hanlan,Syndra,wynn,Kalista,Yui,Braum,September,Ornn,Famingjia,Ekko,xinye,Pantheon,Xing,Miss Fortune,Ke,Nautilus,0,1
683,6273-7870,Young Miracles,Dominus Esports Young,September,Renekton,Famingjia,Trundle,xinye,Syndra,Xing,Kalista,Ke,Karma,melody,Mordekaiser,xiaohuangren,Graves,Hanlan,LeBlanc,wynn,Senna,Yui,Tahm Kench,1,0
684,6274-7865,Invictus Gaming Young,JingNetGame,zs,Wukong,Xun,Kindred,Feikun,Syndra,Snow,Ashe,XinLiu,Taric,Yaoyang,Darius,Echo,Olaf,Punk,Karma,YIFAN,Aphelios,Wuy,Sett,0,1
685,6274-7866,JingNetGame,Invictus Gaming Young,Yaoyang,Aatrox,Echo,Olaf,Punk,Karma,YIFAN,Aphelios,Wuy,Galio,zs,Ornn,Xun,Graves,Feikun,Syndra,Snow,Ezreal,XinLiu,Braum,1,0
686,6275-7873,Top Esports Challenger,LinGan e-Sports,AK,Ornn,Aki,Graves,Cixue,Talon,Photic,Ashe,Fahai,Braum,TheNut,Renekton,Haonan,Kindred,BCC,LeBlanc,ZJJ,Kalista,Zyumi,Sett,0,1
687,6275-7875,LinGan e-Sports,Top Esports Challenger,TheNut,Aatrox,Haonan,Jarvan IV,BCC,LeBlanc,ZJJ,Ezreal,Zyumi,Sett,AK,Ornn,Aki,Trundle,Cixue,Ekko,Photic,Kai'Sa,Fahai,Nautilus,0,1
688,6275-7877,LinGan e-Sports,Top Esports Challenger,TheNut,Ornn,Haonan,Graves,BCC,LeBlanc,ZJJ,Ezreal,Zyumi,Braum,AK,Poppy,Aki,Trundle,Cixue,Ekko,Photic,Kai'Sa,Fahai,Nautilus,1,0
689,6276-7868,Royal Club,FunPlus Phoenix Blaze,Xiaoxu,Wukong,Aria,Jarvan IV,Yuekai,Akali,Such,Ezreal,Lele,Tahm Kench,xiao7,Renekton,Youxin,Nidalee,Insulator,Rumble,jiang,Sivir,Shenyi,Nautilus,1,0
690,6276-7871,FunPlus Phoenix Blaze,Royal Club,xiao7,Renekton,Youxin,Lee Sin,Insulator,Rumble,jiang,Kai'Sa,Shenyi,Nautilus,Xiaoxu,Wukong,Aria,Jarvan IV,Yuekai,Sylas,Such,Ashe,Lele,Braum,0,1
691,6278-7878,Oh My God Academy,Vici Gaming Potential,Munian,Aatrox,Lixiao,Lee Sin,Bright,Syndra,Eric,Aphelios,Bafang,Taric,Zdz,Gangplank,Noble,Trundle,Jay,Fizz,Ahn,Kalista,Jerry,Nautilus,1,0
692,6278-7879,Oh My God Academy,Vici Gaming Potential,Munian,Renekton,Lixiao,Graves,Bright,Karma,Eric,Ziggs,Bafang,Tahm Kench,Zdz,Aatrox,Noble,Nidalee,Jay,Vel'Koz,Ahn,Aphelios,Jerry,Leona,0,1
693,6278-7880,Oh My God Academy,Vici Gaming Potential,Munian,Aatrox,Lixiao,Graves,Bright,Orianna,Eric,Miss Fortune,Bafang,Sett,Zdz,Wukong,Noble,Olaf,Jay,Fizz,Ahn,Aphelios,Jerry,Yuumi,1,0
694,6279-7883,Shu Dai Xiong Gaming,eStar Young,hulatang,Lucian,Beige,Ekko,Duye,Zoe,Kepler,Senna,Konodio,Sett,Spunk,Renekton,Bo,Karthus,irma,Pantheon,Today,Aphelios,Xin,Yuumi,0,1
695,6279-7885,Shu Dai Xiong Gaming,eStar Young,hulatang,Aatrox,Beige,Lee Sin,Duye,Galio,Kepler,Senna,Konodio,Sett,Spunk,Olaf,Bo,Ekko,irma,Pantheon,Today,Kalista,Xin,Taric,0,1
696,6280-7881,EDG Youth Team,optical spectrum E-sports,Hery,Wukong,Yuan,Gragas,0909,Yasuo,GENTLE,Sivir,yyc,Karma,Kahom,Ornn,Cheats,Trundle,Wood,Vladimir,Cherub,Ezreal,yaoyao,Yuumi,0,1
697,6280-7882,EDG Youth Team,optical spectrum E-sports,Hery,Camille,Yuan,Graves,0909,Galio,GENTLE,Ezreal,yyc,Thresh,Kahom,Ornn,Cheats,Rek'Sai,Wood,Vladimir,Cherub,Aphelios,yaoyao,Nautilus,1,0
698,6280-7886,EDG Youth Team,optical spectrum E-sports,Hery,Kennen,Yuan,Olaf,0909,Qiyana,GENTLE,Aphelios,yyc,Thresh,Kahom,Sylas,Cheats,Ekko,Wood,Graves,Cherub,Ezreal,yaoyao,Braum,0,1
699,6281-7889,WanZhen Esports Club,All Combo,Clowz,Renekton,Sixsix9,Lee Sin,MaiX,Lissandra,Mine,Aphelios,1874,Leona,jkw,Wukong,Xiaohao,Trundle,Try9,LeBlanc,Chase,Miss Fortune,L1n,Nautilus,1,0
700,6281-7892,All Combo,WanZhen Esports Club,jkw,Jax,corbie,Rek'Sai,Try9,Syndra,Chase,Aphelios,L1n,Nautilus,Clowz,Jayce,Sixsix9,Jarvan IV,MaiX,LeBlanc,Mine,Kalista,1874,Thresh,1,0
701,6281-7893,All Combo,WanZhen Esports Club,jkw,Wukong,corbie,Taliyah,Try9,Qiyana,Chase,Aphelios,L1n,Thresh,Clowz,Hecarim,Sixsix9,Trundle,MaiX,Syndra,Mine,Ezreal,1874,Nautilus,1,0
702,6282-7888,LNG Academy,Victorious Gaming,Decade,Jax,pzx,Trundle,Nameless,Syndra,Picachu,Varus,Chenxuan,Karma,sqb,Ornn,Bun,Graves,Recall,Neeko,Jz,Kalista,Savoki,Fiddlesticks,0,1
703,6282-7894,LNG Academy,Victorious Gaming,Decade,Hecarim,pzx,Trundle,Nameless,LeBlanc,Picachu,Ezreal,Chenxuan,Karma,sqb,Aatrox,Bun,Wukong,Recall,Neeko,Jz,Aphelios,Savoki,Thresh,0,1
704,6283-7899,FunPlus Phoenix Blaze,Suning-S,xiao7,Camille,Youxin,Graves,Insulator,LeBlanc,jiang,Senna,Shenyi,Maokai,lilac,Aatrox,Maggie,Fiddlesticks,forse,Qiyana,Shark,Kalista,Cruel,Nautilus,0,1
705,6283-7900,Suning-S,FunPlus Phoenix Blaze,lilac,Aatrox,Maggie,Trundle,forse,LeBlanc,Assum,Kalista,Cruel,Nautilus,xiao7,Renekton,Youxin,Graves,Insulator,Syndra,jiang,Miss Fortune,Shenyi,Tahm Kench,1,0
706,6284-7903,Dominus Esports Young,LGD Gaming Young Team,melody,Mordekaiser,xiaohuangren,Ekko,Hanlan,Pantheon,wynn,Lucian,Yui,Yuumi,fearness,Renekton,Flora,Graves,Xzz,Neeko,Plume,Ezreal,skIIn,Nautilus,0,1
707,6284-7904,Dominus Esports Young,LGD Gaming Young Team,melody,Poppy,xiaohuangren,Ekko,Hanlan,Pantheon,wynn,Kalista,Yui,Sett,fearness,Ornn,Flora,Graves,Xzz,Neeko,Fdy,Ashe,skIIn,Tahm Kench,0,1
708,6285-7901,Invictus Gaming Young,Team WE Academy,zs,Renekton,Xun,Ekko,Feikun,Jayce,Snow,Ezreal,XinLiu,Sett,Coten,Aatrox,Magic,Graves,Yimeng,LeBlanc,Simple,Kai'Sa,Zhuo,Nautilus,0,1
709,6285-7902,Invictus Gaming Young,Team WE Academy,zs,Wukong,Xun,Graves,Feikun,Karma,Snow,Ezreal,XinLiu,Bard,Coten,Ornn,Magic,Lee Sin,Yimeng,LeBlanc,Simple,Aphelios,Zhuo,Janna,0,1
710,6286-7907,V5 87,Rogue Warriors Shark,Overture,Renekton,Yge,Ekko,1220,Wukong,ch1rry,Veigar,poge,Nautilus,BoWen,Sett,Xhy,Graves,HwQ,Viktor,kelin,Aphelios,Kaixuan,Thresh,1,0
711,6286-7909,Rogue Warriors Shark,V5 87,BoWen,Wukong,Xhy,Rek'Sai,HwQ,Galio,kelin,Miss Fortune,Kaixuan,Thresh,Overture,Renekton,Yge,Graves,1220,Corki,ch1rry,Ezreal,poge,Bard,1,0
712,6286-7913,V5 87,Rogue Warriors Shark,Overture,Jayce,Yge,Graves,1220,LeBlanc,ch1rry,Ezreal,poge,Alistar,BoWen,Ornn,Xhy,Elise,HwQ,Lucian,kelin,Miss Fortune,Kaixuan,Yuumi,0,1
713,6287-7906,Bilibili Gaming Junior,Joy Dream,Myths,Renekton,lhx,Graves,qingcheng,Galio,bohe,Ezreal,Yuen,Leona,Humble,Ornn,Hook,Elise,YeG,Lucian,Lpc,Aphelios,Teeen,Thresh,1,0
714,6287-7910,Joy Dream,Bilibili Gaming Junior,Humble,Gnar,Hook,Trundle,YeG,LeBlanc,Lpc,Ezreal,Teeen,Yuumi,Alielie,Camille,lhx,Ekko,qingcheng,Renekton,bohe,Aphelios,Yuen,Leona,0,1
715,6288-7914,JingNetGame,optical spectrum E-sports,Punk,Wukong,Echo,Lee Sin,Novice,LeBlanc,YIFAN,Aphelios,Wuy,Braum,Kahom,Kled,Cheats,Trundle,Wood,Sylas,Cherub,Ashe,yaoyao,Sett,0,1
716,6288-7915,JingNetGame,optical spectrum E-sports,Punk,Wukong,Echo,Lee Sin,Novice,Akali,YIFAN,Aphelios,Wuy,Braum,Kahom,Ornn,Cheats,Rek'Sai,Wood,Ekko,Cherub,Kai'Sa,yaoyao,Nautilus,1,0
717,6288-7916,optical spectrum E-sports,JingNetGame,Kahom,Kled,Cheats,Trundle,Wood,Lissandra,Cherub,Varus,yaoyao,Tahm Kench,Punk,Gangplank,Echo,Lee Sin,Novice,Sylas,YIFAN,Ezreal,Wuy,Thresh,0,1
718,6289-7919,Vici Gaming Potential,Legend Esport Gaming,Zdz,Aatrox,Noble,Rek'Sai,Strive,LeBlanc,Ahn,Aphelios,Jerry,Sett,Andy,Renekton,Ben4,Lee Sin,Xiaochao,Zoe,Able,Kai'Sa,Mo,Karma,1,0
719,6289-7920,Legend Esport Gaming,Vici Gaming Potential,Andy,Aatrox,Ben4,Graves,Xiaochao,Karma,Able,Caitlyn,Mo,Morgana,Zdz,Camille,Noble,Olaf,Jay,LeBlanc,Ahn,Kalista,Jerry,Nautilus,1,0
720,6289-7923,Vici Gaming Potential,Legend Esport Gaming,Zdz,Ornn,Noble,Trundle,Jay,Zoe,Ahn,Aphelios,Jerry,Yuumi,Andy,Aatrox,Ben4,Lee Sin,Xiaochao,Syndra,Able,Xayah,Mo,Thresh,1,0
721,6290-7917,All Combo,LNG Academy,jkw,Wukong,corbie,Karthus,Try9,Galio,Chase,Miss Fortune,L1n,Thresh,Decade,Ornn,pzx,Trundle,Nameless,Nocturne,Picachu,Aphelios,Chenxuan,Nautilus,1,0
722,6290-7918,All Combo,LNG Academy,jkw,Wukong,Xiaohao,Graves,Try9,Galio,Chase,Aphelios,L1n,Leona,Decade,Malphite,pzx,Trundle,Nameless,Syndra,Picachu,Kalista,Chenxuan,Thresh,0,1
723,6290-7922,All Combo,LNG Academy,jkw,Wukong,Xiaohao,Ekko,Try9,Pantheon,Chase,Aphelios,L1n,Braum,Decade,Jax,pzx,Trundle,Nameless,LeBlanc,Picachu,Varus,Chenxuan,Nautilus,0,1
724,6291-7928,Oh My God Academy,Victorious Gaming,Munian,Renekton,Lixiao,Graves,Bright,Zoe,Eric,Ziggs,Bafang,Tahm Kench,Recall,Irelia,Bun,Nidalee,zzl,Orianna,Wuxx,Aphelios,1dt,Karma,0,1
725,6291-7930,Victorious Gaming,Oh My God Academy,Recall,Kennen,Bun,Nidalee,zzl,Qiyana,Wuxx,Varus,1dt,Bard,Munian,Renekton,Lixiao,Trundle,Bright,Galio,Eric,Sivir,Bafang,Thresh,1,0
726,6292-7925,Young Miracles,Royal Club,September,Ornn,Famingjia,Lee Sin,xinye,Zoe,Xing,Ezreal,Ke,Leona,Xiaoxu,Renekton,Aria,Elise,Yuekai,Jayce,chel1y,Vayne,Bunny,Yuumi,0,1
727,6292-7927,Royal Club,Young Miracles,Xiaoxu,Aatrox,Aria,Trundle,Yuekai,LeBlanc,chel1y,Aphelios,Bunny,Thresh,September,Mordekaiser,Famingjia,Graves,xinye,Karma,Xing,Ezreal,Ke,Leona,1,0
728,6293-7937,Suning-S,Victorious Gaming,lilac,Renekton,Maggie,Lee Sin,forse,Zoe,Shark,Ezreal,Cruel,Bard,sqb,Ornn,Bun,Trundle,zzl,Syndra,Wuxx,Kai'Sa,1dt,Sett,0,1
729,6293-7938,Suning-S,Victorious Gaming,lilac,Ornn,Maggie,Lee Sin,forse,Syndra,Shark,Ezreal,Cruel,Yuumi,Recall,Camille,Bun,Trundle,zzl,Zoe,Jz,Aphelios,1dt,Bard,0,1
730,6294-7940,LNG Academy,Team WE Academy,Decade,Renekton,pzx,Graves,Akaman,Zoe,Picachu,Aphelios,Chenxuan,Nautilus,Coten,Aatrox,Magic,Trundle,Yimeng,Galio,Stay,Ezreal,Zhuo,Sett,1,0
731,6294-7941,LNG Academy,Team WE Academy,Decade,Wukong,pzx,Trundle,Akaman,Twisted Fate,Picachu,Kai'Sa,Chenxuan,Sett,Coten,Renekton,Magic,Lee Sin,Yimeng,Diana,Stay,Ezreal,Zhuo,Leona,1,0
732,6295-7939,Dominus Esports Young,V5 87,melody,Ornn,xiaohuangren,Ekko,Hanlan,Nocturne,wynn,Kalista,iiann,Nautilus,Overture,Sett,Yge,Kindred,1220,Lissandra,ch1rry,Ezreal,poge,Bard,1,0
733,6295-7942,Dominus Esports Young,V5 87,thh,Maokai,xiaohuangren,Ekko,melody,Lucian,wynn,Sivir,Yui,Yuumi,Overture,Ornn,Yge,Graves,1220,Pantheon,ch1rry,Syndra,poge,Bard,0,1
734,6295-7944,Dominus Esports Young,V5 87,thh,Wukong,xiaohuangren,Sylas,melody,Sett,wynn,Aphelios,Yui,Rakan,Overture,Mordekaiser,Yge,Graves,1220,Corki,ch1rry,Kai'Sa,poge,Braum,0,1
735,6296-7945,LinGan e-Sports,eStar Young,TheNut,Aatrox,Haonan,Trundle,BCC,Azir,ZJJ,Ezreal,Zyumi,Thresh,Spunk,Sett,Bo,Lee Sin,irma,Syndra,ratel,Ashe,Xin,Nautilus,0,1
736,6296-7947,LinGan e-Sports,eStar Young,TheNut,Renekton,Haonan,Jarvan IV,BCC,Azir,ZJJ,Ezreal,Zyumi,Thresh,Spunk,Wukong,Bo,Taliyah,irma,Sett,ratel,Ashe,yekai,Nautilus,1,0
737,6296-7950,LinGan e-Sports,eStar Young,TheNut,Renekton,Haonan,Rek'Sai,BCC,LeBlanc,ZJJ,Ezreal,Zyumi,Thresh,Spunk,Poppy,Bo,Graves,irma,Lissandra,ratel,Ashe,yekai,Nautilus,1,0
738,6297-7948,Shu Dai Xiong Gaming,FunPlus Phoenix Blaze,hulatang,Ornn,Yanxiang,Ekko,Duye,Lissandra,Kepler,Aphelios,Konodio,Leona,xiao7,Mordekaiser,Youxin,Graves,Insulator,LeBlanc,jiang,Kalista,Shenyi,Nautilus,1,0
739,6297-7951,FunPlus Phoenix Blaze,Shu Dai Xiong Gaming,xiao7,Darius,Youxin,Graves,Insulator,Galio,jiang,Ezreal,Shenyi,Nautilus,hulatang,Mordekaiser,Yanxiang,Lee Sin,Duye,Renekton,Kepler,Aphelios,Konodio,Janna,0,1
740,6298-7954,Vici Gaming Potential,JingNetGame,Zdz,Aatrox,Noble,Graves,Jay,Karma,Ahn,Ezreal,Jerry,Yuumi,Punk,Ornn,Echo,Elise,Novice,Irelia,YIFAN,Kai'Sa,Wuy,Nautilus,0,1
741,6298-7955,Vici Gaming Potential,JingNetGame,Zdz,Renekton,Noble,Graves,Strive,Lissandra,Ahn,Aphelios,Jerry,Leona,Punk,Mordekaiser,Echo,Trundle,Novice,LeBlanc,YIFAN,Miss Fortune,Wuy,Nautilus,0,1
742,6299-7957,Bilibili Gaming Junior,WanZhen Esports Club,Myths,Aatrox,lhx,Lee Sin,qingcheng,Galio,bohe,Ezreal,Yuen,Yuumi,Clowz,Renekton,Sixsix9,Olaf,MaiX,LeBlanc,Mine,Sivir,1874,Karma,1,0
743,6299-7959,WanZhen Esports Club,Bilibili Gaming Junior,Clowz,Aatrox,Sixsix9,Graves,MaiX,Azir,Mine,Kalista,1874,Leona,Alielie,Jax,lhx,Lee Sin,qingcheng,Twisted Fate,bohe,Ezreal,Yuen,Sett,0,1
744,6300-7956,Joy Dream,Oh My God Academy,Humble,Wukong,Hook,Rek'Sai,YeG,LeBlanc,Lpc,Aphelios,Teeen,Thresh,Creme,Sylas,Lixiao,Graves,Bright,Karma,Eric,Ezreal,Bafang,Yuumi,0,1
745,6300-7958,Oh My God Academy,Joy Dream,Creme,Akali,Lixiao,Trundle,Bright,Zoe,Eric,Ezreal,Bafang,Yuumi,Humble,Mordekaiser,Hook,Kindred,YeG,Twisted Fate,Lpc,Draven,Teeen,Thresh,0,1
746,6300-7961,Joy Dream,Oh My God Academy,Humble,Ornn,Hook,Rek'Sai,YeG,Twisted Fate,Lpc,Ezreal,Teeen,Nautilus,Creme,Sylas,Lixiao,Graves,Bright,Zoe,Eric,Kai'Sa,Bafang,Yuumi,0,1
747,6301-7963,optical spectrum E-sports,All Combo,Kahom,Renekton,Cheats,Nidalee,Wood,Ekko,Cherub,Varus,yaoyao,Tahm Kench,jkw,Mordekaiser,Xiaohao,Graves,Try9,Galio,Chase,Miss Fortune,L1n,Leona,0,1
748,6301-7967,All Combo,optical spectrum E-sports,jkw,Aatrox,Xiaohao,Lee Sin,Try9,Galio,Chase,Aphelios,L1n,Nautilus,Kahom,Renekton,Cheats,Nidalee,Wood,Ryze,Cherub,Kai'Sa,yaoyao,Sett,0,1
749,6301-7968,optical spectrum E-sports,All Combo,Kahom,Kennen,Cheats,Rek'Sai,Wood,Ryze,Cherub,Varus,yaoyao,Tahm Kench,jkw,Jax,Xiaohao,Lee Sin,Try9,Galio,Chase,Sivir,L1n,Karma,1,0
750,6302-7964,EDG Youth Team,Rogue Warriors Shark,Hery,Sylas,Yuan,Trundle,0909,Qiyana,GENTLE,Aphelios,yyc,Thresh,BoWen,Wukong,Xhy,Rek'Sai,HwQ,Fizz,Michi,Kalista,Kaixuan,Nautilus,0,1
