,id,blueTeamTag,redTeamTag,blueTop,blueTopChamp,blueJungle,blueJungleChamp,blueMiddle,blueMiddleChamp,blueADC,blueADCChamp,blueSupport,blueSupportChamp,redTop,redTopChamp,redJungle,redJungleChamp,redMiddle,redMiddleChamp,redADC,redADCChamp,redSupport,redSupportChamp,rResult,bResult
638,7301-9628,ThunderTalk Gaming,Rare Atom,Chelizi,Sion,Xiaopeng,Olaf,Twila,Cassiopeia,Hans SamD,Samira,Teeen,Rell,Cube,Gnar,Leyan,Lillia,FoFo,Jayce,iBoy,Tristana,Hang,Alistar,1,0
639,7302-9630,Team WE,eStar,Breathe,Renekton,beishang,Dr. Mundo,Shanks,Azir,Elk,Kai'Sa,MISSING,Gragas,zs,Gnar,H4cker,Udyr,irma,Corki,pqy,Senna,ShiauC,Tahm Kench,0,1
640,7302-9632,eStar,Team WE,zs,Gragas,H4cker,Olaf,irma,Twisted Fate,pqy,Kai'Sa,ShiauC,Morgana,Breathe,Aatrox,beishang,Udyr,Shanks,Azir,Elk,Xayah,MISSING,Alistar,1,0
641,7303-9639,Oh My God,Victory Five,New,Aatrox,Aki,Kayn,Wuming,Ryze,Eric,Samira,COLD,Rell,Langx,Sion,Weiwei,Lillia,Mole,Tristana,Trigger,Kai'Sa,ppgod,Gragas,1,0
642,7303-9641,Victory Five,Oh My God,Langx,Renekton,Weiwei,Nidalee,Mole,Zoe,Trigger,Xayah,ppgod,Alistar,Alielie,Gnar,Aki,Taliyah,Wuming,Galio,Eric,Kai'Sa,COLD,Leona,0,1
643,7304-9645,Rogue Warriors,Royal Never Give Up,Ziv,Gragas,Haro,Dr. Mundo,Forge,Seraphine,Betty,Samira,Kaixuan,Nautilus,Xiaohu,Camille,Wei,Udyr,Cryin,Twisted Fate,GALA,Tristana,Ming,Alistar,1,0
644,7304-9648,Royal Never Give Up,Rogue Warriors,Xiaohu,Camille,Wei,Udyr,Cryin,Azir,GALA,Tristana,Ming,Gragas,Ziv,Sion,Haro,Graves,Forge,Syndra,Betty,Samira,Kaixuan,Alistar,0,1
645,7305-9656,ThunderTalk Gaming,JD Gaming,Chelizi,Renekton,Xiaopeng,Udyr,Twila,Syndra,Hans SamD,Sivir,Teeen,Alistar,Zoom,Gragas,Kanavi,Graves,Yagao,Orianna,LokeN,Ezreal,LvMao,Rell,1,0
646,7305-9659,ThunderTalk Gaming,JD Gaming,Chelizi,Camille,Xiaopeng,Sejuani,Twila,Renekton,Hans SamD,Xayah,Teeen,Galio,Zoom,Gnar,Kanavi,Udyr,Yagao,Syndra,LokeN,Vayne,LvMao,Rell,0,1
647,7305-9660,JD Gaming,ThunderTalk Gaming,Zoom,Gangplank,Kanavi,Dr. Mundo,Yagao,Azir,LokeN,Jhin,LvMao,Gragas,Chelizi,Gnar,Xiaopeng,Udyr,Twila,Syndra,Hans SamD,Lucian,Teeen,Rell,0,1
648,7306-9663,EDward Gaming,Invictus Gaming,Flandre,Sion,JieJie,Hecarim,Scout,Syndra,Viper,Samira,Meiko,Alistar,TheShy,Aatrox,Xun,Lillia,Rookie,Azir,Puff,Xayah,XinLiu,Rell,1,0
649,7306-9666,EDward Gaming,Invictus Gaming,Flandre,Renekton,JieJie,Lillia,Scout,Viktor,Viper,Ezreal,Meiko,Alistar,TheShy,Ornn,Xun,Olaf,Rookie,Azir,Puff,Samira,XinLiu,Rell,1,0
650,7307-9669,LGD Gaming,Rogue Warriors,fearness,Sion,Kui,Olaf,Uniboy,Viktor,Kramer,Kai'Sa,Peace,Gragas,Ziv,Aatrox,Haro,Udyr,Forge,Azir,Betty,Samira,Kaixuan,Alistar,0,1
651,7307-9671,Rogue Warriors,LGD Gaming,Ziv,Renekton,Haro,Lillia,Forge,Lucian,Betty,Ezreal,Kaixuan,Alistar,fearness,Sion,Kui,Udyr,Uniboy,Azir,Kramer,Jinx,Peace,Rell,0,1
652,7307-9675,LGD Gaming,Rogue Warriors,fearness,Gnar,Kui,Udyr,Uniboy,Viktor,Kramer,Lucian,Peace,Seraphine,Ziv,Gangplank,Haro,Graves,Forge,Azir,Betty,Tristana,Kaixuan,Leona,0,1
653,7308-9676,eStar,Top Esports,zs,Camille,H4cker,Hecarim,irma,Seraphine,pqy,Kai'Sa,ShiauC,Thresh,369,Jax,Karsa,Olaf,knight,Sylas,JackeyLove,Tristana,Zhuo,Gragas,1,0
654,7308-9680,Top Esports,eStar,369,Lucian,Karsa,Skarner,knight,Gragas,JackeyLove,Kalista,Zhuo,Nautilus,zs,Gnar,H4cker,Lillia,irma,Sett,pqy,Aphelios,ShiauC,Thresh,0,1
655,7309-9682,Royal Never Give Up,FunPlus Phoenix,Xiaohu,Gnar,Wei,Graves,Cryin,Azir,GALA,Kai'Sa,Ming,Alistar,Nuguri,Jayce,Beichuan,Lillia,Doinb,Sion,Lwx,Samira,Crisp,Rell,0,1
656,7309-9683,Royal Never Give Up,FunPlus Phoenix,Xiaohu,Sion,Wei,Graves,Cryin,Orianna,GALA,Kai'Sa,Ming,Alistar,Nuguri,Renekton,Beichuan,Hecarim,Doinb,Viktor,Lwx,Samira,Crisp,Rell,0,1
657,7310-9686,Victory Five,LNG Esports,Langx,Camille,Weiwei,Kayn,Mole,Seraphine,Trigger,Kai'Sa,ppgod,Shen,Ale,Gnar,Tarzan,Graves,ICON,Azir,Light,Samira,Iwandy,Leona,1,0
658,7310-9687,Victory Five,LNG Esports,Langx,Volibear,Weiwei,Udyr,Mole,Azir,Trigger,Samira,ppgod,Rell,Ale,Renekton,Tarzan,Olaf,ICON,Seraphine,Light,Xayah,Iwandy,Rakan,1,0
659,7311-9692,Rare Atom,Oh My God,Cube,Sion,Leyan,Nidalee,FoFo,Lucian,iBoy,Kai'Sa,Hang,Alistar,New,Aatrox,Aki,Olaf,Wuming,Syndra,Eric,Sivir,COLD,Gragas,0,1
660,7311-9694,Oh My God,Rare Atom,New,Sion,Aki,Kayn,Wuming,Galio,Eric,Tristana,COLD,Rell,Cube,Gnar,Leyan,Nidalee,FoFo,Zoe,iBoy,Ezreal,Hang,Alistar,0,1
661,7311-9697,Rare Atom,Oh My God,Cube,Jayce,Leyan,Graves,FoFo,Azir,iBoy,Kai'Sa,Hang,Leona,New,Gnar,Aki,Olaf,Wuming,Zoe,Eric,Tristana,COLD,Thresh,0,1
662,7312-9700,Suning,Invictus Gaming,Bin,Renekton,SofM,Gragas,Angel,Azir,huanfeng,Kai'Sa,ON,Alistar,TheShy,Sion,Xun,Lillia,Rookie,Viktor,Puff,Samira,XinLiu,Rell,0,1
663,7312-9702,Invictus Gaming,Suning,TheShy,Sion,Xun,Udyr,Rookie,Viktor,Puff,Aphelios,XinLiu,Thresh,Bin,Jayce,SofM,Olaf,Angel,Azir,huanfeng,Samira,ON,Rell,1,0
664,7313-9707,Rogue Warriors,EDward Gaming,Ziv,Gnar,Haro,Lillia,Forge,Yone,Betty,Kai'Sa,Kaixuan,Seraphine,Flandre,Gangplank,JieJie,Udyr,Scout,Orianna,Viper,Aphelios,Meiko,Thresh,1,0
665,7313-9712,Rogue Warriors,EDward Gaming,Ziv,Renekton,Haro,Karthus,Forge,Lucian,Betty,Ezreal,Kaixuan,Alistar,Flandre,Gnar,JieJie,Taliyah,Scout,Ryze,Viper,Samira,Meiko,Rell,1,0
666,7314-9713,FunPlus Phoenix,JD Gaming,Nuguri,Gnar,Beichuan,Lillia,Doinb,Kled,Lwx,Tristana,Crisp,Rell,Zoom,Renekton,Kanavi,Kayn,Yagao,Zoe,LokeN,Xayah,LvMao,Sett,0,1
667,7314-9716,JD Gaming,FunPlus Phoenix,Zoom,Aatrox,Kanavi,Graves,Yagao,Syndra,LokeN,Aphelios,LvMao,Thresh,Nuguri,Gnar,Beichuan,Karthus,Doinb,Nocturne,Lwx,Kai'Sa,Crisp,Rell,1,0
668,7315-9719,Suning,ThunderTalk Gaming,Bin,Gangplank,SofM,Udyr,Angel,Orianna,huanfeng,Kai'Sa,ON,Gragas,Chelizi,Sion,Xiaopeng,Olaf,Twila,Syndra,Hans SamD,Samira,Teeen,Rell,0,1
669,7315-9720,ThunderTalk Gaming,Suning,Chelizi,Gnar,Xiaopeng,Lillia,Twila,Azir,Hans SamD,Senna,Teeen,Tahm Kench,Bin,Gangplank,SofM,Udyr,Angel,Kassadin,huanfeng,Kai'Sa,ON,Seraphine,1,0
670,7316-9721,Bilibili Gaming,Invictus Gaming,Biubiu,Sion,Meteor,Udyr,Zeka,Ekko,Aiming,Samira,Jwei,Alistar,TheShy,Aatrox,Xun,Olaf,Rookie,Azir,Puff,Kalista,XinLiu,Rell,1,0
671,7316-9722,Bilibili Gaming,Invictus Gaming,Biubiu,Sion,Meteor,Udyr,Zeka,Ekko,Aiming,Aphelios,Jwei,Thresh,TheShy,Gragas,Xun,Olaf,Rookie,Azir,Puff,Kalista,XinLiu,Leona,1,0
672,7317-9729,eStar,Rare Atom,zs,Gnar,H4cker,Olaf,Insulator,Azir,pqy,Lucian,ShiauC,Alistar,Cube,Jayce,Leyan,Kayn,FoFo,Viktor,iBoy,Tristana,Hang,Rell,1,0
673,7317-9732,Rare Atom,eStar,Cube,Renekton,Leyan,Lillia,FoFo,Corki,iBoy,Kai'Sa,Hang,Rakan,zs,Aatrox,H4cker,Udyr,Insulator,Azir,pqy,Xayah,ShiauC,Alistar,0,1
674,7318-9733,LGD Gaming,Team WE,fearness,Camille,Kui,Dr. Mundo,Uniboy,Viktor,Kramer,Kai'Sa,Peace,Seraphine,Breathe,Aatrox,beishang,Udyr,Shanks,Orianna,Elk,Xayah,MISSING,Gragas,1,0
675,7318-9736,Team WE,LGD Gaming,Breathe,Cassiopeia,beishang,Taliyah,Shanks,Renekton,Elk,Jinx,MISSING,Alistar,fearness,Sion,Kui,Lillia,Uniboy,Syndra,Kramer,Tristana,Peace,Rell,0,1
676,7319-9745,Royal Never Give Up,LNG Esports,Xiaohu,Lucian,Wei,Lillia,Cryin,Azir,GALA,Tristana,Ming,Rell,Ale,Gnar,Tarzan,Graves,ICON,Ryze,Light,Samira,Iwandy,Alistar,0,1
677,7319-9747,Royal Never Give Up,LNG Esports,Xiaohu,Gnar,Wei,Lillia,Cryin,Renekton,GALA,Tristana,Ming,Rell,Ale,Irelia,Tarzan,Graves,ICON,Viktor,Light,Samira,Iwandy,Alistar,0,1
678,7320-9748,Oh My God,Top Esports,New,Sion,Aki,Lillia,Wuming,Azir,Eric,Kai'Sa,COLD,Rell,369,Gangplank,Karsa,Hecarim,knight,Cassiopeia,JackeyLove,Tristana,Zhuo,Alistar,1,0
679,7320-9752,Oh My God,Top Esports,New,Aatrox,Aki,Olaf,Wuming,Seraphine,Eric,Kai'Sa,COLD,Rell,369,Sion,Karsa,Nidalee,knight,Yone,JackeyLove,Aphelios,Zhuo,Thresh,1,0
680,7321-9760,eStar,JD Gaming,zs,Jayce,H4cker,Udyr,irma,Sylas,pqy,Xayah,ShiauC,Rakan,Zoom,Gnar,Kanavi,Hecarim,Yagao,Twisted Fate,LokeN,Tristana,LvMao,Alistar,1,0
681,7321-9762,eStar,JD Gaming,zs,Gnar,H4cker,Udyr,irma,Orianna,pqy,Sivir,ShiauC,Alistar,Zoom,Camille,Kanavi,Lillia,Yagao,Lucian,LokeN,Tristana,LvMao,Rell,1,0
682,7322-9764,Suning,Victory Five,Bin,Gnar,SofM,Olaf,Angel,Azir,huanfeng,Kalista,ON,Galio,Langx,Jayce,Weiwei,Graves,Mole,Seraphine,Trigger,Tristana,ppgod,Alistar,0,1
683,7322-9769,Suning,Victory Five,Bin,Jayce,SofM,Olaf,Angel,Viktor,huanfeng,Kai'Sa,ON,Gragas,Langx,Malphite,Weiwei,Udyr,Mole,Orianna,Trigger,Aphelios,ppgod,Thresh,0,1
684,7323-9770,LNG Esports,LGD Gaming,hulatang,Ornn,Tarzan,Lillia,ICON,Lucian,Light,Kai'Sa,Iwandy,Rakan,fearness,Gragas,Kui,Udyr,Uniboy,Orianna,Kramer,Vayne,Peace,Alistar,0,1
685,7323-9773,LGD Gaming,LNG Esports,fearness,Renekton,Kui,Lillia,Uniboy,Azir,Kramer,Kalista,Chance,Rell,hulatang,Gragas,Tarzan,Udyr,ICON,Syndra,Light,Tristana,Iwandy,Janna,0,1
686,7323-9776,LNG Esports,LGD Gaming,hulatang,Gragas,Tarzan,Lillia,ICON,Irelia,Light,Kai'Sa,Iwandy,Alistar,fearness,Jayce,Kui,Udyr,Uniboy,Orianna,Kramer,Tristana,Chance,Nautilus,0,1
687,7324-9779,FunPlus Phoenix,Rare Atom,Nuguri,Gnar,Beichuan,Kindred,Doinb,Seraphine,Lwx,Tristana,Crisp,Alistar,Cube,Renekton,Leyan,Karthus,FoFo,Orianna,iBoy,Vayne,Hang,Gragas,1,0
688,7324-9780,Rare Atom,FunPlus Phoenix,Cube,Jayce,Leyan,Lillia,FoFo,Azir,iBoy,Samira,Hang,Alistar,Nuguri,Irelia,Beichuan,Karthus,Doinb,Nocturne,Lwx,Tristana,Crisp,Galio,1,0
689,7324-9783,FunPlus Phoenix,Rare Atom,Nuguri,Sion,Beichuan,Hecarim,Doinb,Rumble,Lwx,Lucian,Crisp,Rell,Cube,Aatrox,Leyan,Karthus,FoFo,Orianna,iBoy,Tristana,Hang,Gragas,1,0
690,7325-9786,Royal Never Give Up,EDward Gaming,Xiaohu,Tristana,Wei,Hecarim,Cryin,Viktor,GALA,Xayah,Ming,Gragas,Flandre,Gnar,JieJie,Olaf,Scout,Azir,Viper,Kalista,Meiko,Rell,0,1
691,7325-9787,EDward Gaming,Royal Never Give Up,Flandre,Jayce,JieJie,Udyr,Scout,Seraphine,Viper,Aphelios,Meiko,Thresh,Xiaohu,Gragas,Wei,Hecarim,Cryin,Azir,GALA,Xayah,Ming,Rakan,0,1
692,7325-null,Royal Never Give Up,EDward Gaming,Xiaohu,Gnar,Wei,Lillia,Cryin,Corki,GALA,Tristana,Ming,Nautilus,Flandre,Gragas,JieJie,Hecarim,Scout,Azir,Viper,Kalista,Meiko,Rell,0,1
693,7326-9791,Rogue Warriors,Oh My God,Ziv,Sion,Haro,Hecarim,Forge,Orianna,Betty,Tristana,Kaixuan,Gragas,New,Aatrox,Aki,Skarner,Wuming,Zoe,Eric,Kai'Sa,COLD,Alistar,1,0
694,7326-9792,Rogue Warriors,Oh My God,Ziv,Nocturne,Haro,Hecarim,Forge,Sylas,Betty,Tristana,Kaixuan,Gragas,New,Aatrox,Aki,Skarner,Wuming,Galio,Eric,Kai'Sa,COLD,Alistar,1,0
695,7327-9795,ThunderTalk Gaming,Bilibili Gaming,Chelizi,Gragas,Xiaopeng,Hecarim,Twila,Orianna,Hans SamD,Kai'Sa,Teeen,Galio,Biubiu,Camille,Meteor,Lillia,Zeka,Sylas,Aiming,Xayah,Jwei,Alistar,1,0
696,7327-9798,ThunderTalk Gaming,Bilibili Gaming,Chelizi,Aatrox,Xiaopeng,Lillia,Twila,Nocturne,Hans SamD,Samira,Teeen,Gragas,Biubiu,Jayce,Meteor,Hecarim,Zeka,Viktor,Aiming,Kai'Sa,Jwei,Alistar,1,0
697,7328-9801,Top Esports,Invictus Gaming,369,Malphite,Karsa,Hecarim,knight,Syndra,JackeyLove,Aphelios,Zhuo,Thresh,TheShy,Renekton,Xun,Nidalee,Rookie,Orianna,Puff,Kalista,XinLiu,Nautilus,1,0
698,7328-9804,Invictus Gaming,Top Esports,TheShy,Gnar,Xun,Udyr,Rookie,Syndra,Puff,Kalista,XinLiu,Thresh,369,Jayce,Karsa,Olaf,knight,Orianna,JackeyLove,Tristana,Zhuo,Alistar,1,0
699,7328-9806,Top Esports,Invictus Gaming,369,Jayce,Karsa,Hecarim,knight,Orianna,JackeyLove,Tristana,Zhuo,Sett,TheShy,Wukong,Xun,Lillia,Rookie,Syndra,Puff,Kalista,XinLiu,Nautilus,0,1
700,7329-9813,Victory Five,JD Gaming,Langx,Gnar,Weiwei,Udyr,Mole,Orianna,Trigger,Xayah,ppgod,Leona,Zoom,Lulu,Kanavi,Hecarim,Yagao,Viktor,LokeN,Tristana,LvMao,Gragas,1,0
701,7329-9815,Victory Five,JD Gaming,Langx,Gnar,Weiwei,Udyr,Mole,Orianna,Trigger,Xayah,ppgod,Alistar,Zoom,Camille,Kanavi,Lillia,Yagao,Lucian,LokeN,Tristana,LvMao,Gragas,1,0
702,7330-9817,Royal Never Give Up,eStar,Xiaohu,Gnar,Wei,Udyr,Cryin,Viktor,GALA,Xayah,Ming,Alistar,zs,Jayce,H4cker,Hecarim,Insulator,Azir,pqy,Tristana,ShiauC,Rakan,0,1
703,7330-9821,eStar,Royal Never Give Up,zs,Jayce,H4cker,Skarner,Insulator,Rumble,pqy,Tristana,ShiauC,Thresh,Xiaohu,Lucian,Wei,Nidalee,Cryin,Renekton,GALA,Jinx,Ming,Alistar,1,0
704,7331-9822,FunPlus Phoenix,LGD Gaming,Nuguri,Jayce,Beichuan,Udyr,Doinb,Viktor,Lwx,Tristana,Crisp,Alistar,fearness,Aatrox,Flora,Karthus,Uniboy,Zoe,Kramer,Lucian,Chance,Rell,0,1
705,7331-9823,LGD Gaming,FunPlus Phoenix,fearness,Jayce,Kui,Olaf,Uniboy,Seraphine,Kramer,Kai'Sa,Chance,Rell,Nuguri,Gnar,Beichuan,Udyr,Doinb,Orianna,Lwx,Tristana,Crisp,Alistar,1,0
706,7332-9824,Bilibili Gaming,Top Esports,Biubiu,Renekton,Meteor,Olaf,Zeka,Twisted Fate,Aiming,Kai'Sa,Jwei,Rell,369,Quinn,Karsa,Hecarim,knight,Orianna,JackeyLove,Tristana,Zhuo,Leona,1,0
707,7332-9825,Bilibili Gaming,Top Esports,Biubiu,Jayce,Meteor,Hecarim,Zeka,Zoe,Aiming,Kai'Sa,Jwei,Nautilus,369,Sion,Karsa,Olaf,knight,Ryze,JackeyLove,Aphelios,Zhuo,Thresh,1,0
708,7333-9830,Rare Atom,Victory Five,Cube,Renekton,Leyan,Nidalee,FoFo,Orianna,iBoy,Kai'Sa,Hang,Gragas,Langx,Sion,Weiwei,Lillia,Mole,Tristana,y4,Aphelios,ppgod,Thresh,0,1
709,7333-9833,Victory Five,Rare Atom,Langx,Gnar,Weiwei,Olaf,Mole,Zoe,Trigger,Samira,ppgod,Leona,Cube,Gragas,Leyan,Hecarim,FoFo,Orianna,iBoy,Tristana,Hang,Alistar,1,0
710,7334-9836,Rogue Warriors,Suning,Ziv,Renekton,Haro,Taliyah,Forge,Twisted Fate,Betty,Ezreal,Kaixuan,Alistar,Bin,Gnar,SofM,Udyr,Angel,Orianna,huanfeng,Tristana,ON,Rakan,1,0
711,7334-9839,Suning,Rogue Warriors,Bin,Gnar,SofM,Karthus,Angel,Nocturne,huanfeng,Kai'Sa,ON,Rell,Ziv,Jayce,Haro,Hecarim,Forge,Galio,Betty,Tristana,Kaixuan,Gragas,0,1
712,7335-9845,Team WE,Oh My God,Breathe,Gangplank,beishang,Udyr,Shanks,Zoe,Elk,Tristana,MISSING,Leona,New,Gnar,Aki,Hecarim,Wuming,LeBlanc,Eric,Kai'Sa,COLD,Alistar,1,0
713,7335-9848,Team WE,Oh My God,Breathe,Irelia,beishang,Hecarim,Shanks,Ryze,Elk,Jinx,MISSING,Thresh,New,Jax,Aki,Udyr,Wuming,Zoe,Eric,Varus,COLD,Alistar,0,1
714,7335-9850,Team WE,Oh My God,Breathe,Sion,beishang,Hecarim,Shanks,Azir,Elk,Jinx,MISSING,Thresh,New,Gangplank,Aki,Lillia,Wuming,Zoe,Eric,Varus,COLD,Alistar,0,1
715,7336-9851,EDward Gaming,LNG Esports,Flandre,Sion,JieJie,Hecarim,Scout,Orianna,Viper,Xayah,Meiko,Alistar,hulatang,Jayce,Tarzan,Olaf,ICON,Zoe,Light,Kalista,Iwandy,Nautilus,0,1
716,7336-9855,LNG Esports,EDward Gaming,hulatang,Gnar,Tarzan,Lillia,ICON,Azir,Light,Kai'Sa,Iwandy,Alistar,Flandre,Jayce,JieJie,Udyr,Scout,Orianna,Viper,Xayah,Meiko,Leona,1,0
717,7337-9862,LGD Gaming,eStar,fearness,Gnar,Kui,Hecarim,Uniboy,Orianna,Kramer,Xayah,Chance,Leona,zs,Renekton,H4cker,Udyr,irma,Viktor,pqy,Kai'Sa,ShiauC,Galio,0,1
718,7337-9864,LGD Gaming,eStar,fearness,Gnar,Kui,Hecarim,Uniboy,Syndra,Kramer,Xayah,Chance,Rell,zs,Irelia,H4cker,Lillia,irma,Nocturne,pqy,Kai'Sa,ShiauC,Galio,0,1
719,7338-9868,ThunderTalk Gaming,FunPlus Phoenix,Chelizi,Wukong,Xiaopeng,Lillia,Twila,Sett,Hans SamD,Tristana,Teeen,Alistar,Nuguri,Gnar,Beichuan,Udyr,Doinb,Twisted Fate,Lwx,Kai'Sa,Crisp,Nautilus,0,1
720,7338-9869,ThunderTalk Gaming,FunPlus Phoenix,Chelizi,Wukong,Xiaopeng,Lillia,Twila,Azir,Hans SamD,Kalista,Teeen,Alistar,Nuguri,Gnar,Beichuan,Hecarim,Doinb,Kassadin,Lwx,Kai'Sa,Crisp,Sett,1,0
721,7338-9870,FunPlus Phoenix,ThunderTalk Gaming,Nuguri,Jayce,Beichuan,Lillia,Doinb,Nocturne,Lwx,Kai'Sa,Crisp,Rakan,Chelizi,Malphite,Xiaopeng,Hecarim,Twila,Lulu,Hans SamD,Senna,Teeen,Tahm Kench,0,1
722,7339-9875,Rogue Warriors,Bilibili Gaming,Ziv,Sion,Haro,Udyr,Forge,Viktor,Betty,Kai'Sa,Kaixuan,Nautilus,Biubiu,Cho'Gath,Meteor,Hecarim,Zeka,Orianna,Aiming,Jinx,Jwei,Thresh,1,0
723,7339-9876,Rogue Warriors,Bilibili Gaming,Ziv,Jayce,Haro,Nidalee,Forge,Irelia,Betty,Tristana,Kaixuan,Nautilus,Biubiu,Wukong,Meteor,Hecarim,Zeka,Twisted Fate,Aiming,Kai'Sa,Jwei,Alistar,1,0
724,7340-9880,Rare Atom,Invictus Gaming,Cube,Sion,Leyan,Udyr,FoFo,Orianna,iBoy,Kai'Sa,Hang,Alistar,TheShy,Aatrox,Xun,Hecarim,Rookie,Azir,Puff,Xayah,XinLiu,Rell,0,1
725,7340-9881,Rare Atom,Invictus Gaming,Cube,Jayce,Leyan,Hecarim,FoFo,Corki,iBoy,Tristana,Hang,Rell,TheShy,Kalista,Xun,Udyr,Rookie,Azir,Puff,Xayah,XinLiu,Rakan,0,1
726,7341-9886,EDward Gaming,Top Esports,Flandre,Sion,JieJie,Udyr,Scout,Viktor,Viper,Tristana,Meiko,Nautilus,369,Jayce,Karsa,Nidalee,knight,Orianna,JackeyLove,Draven,Zhuo,Thresh,1,0
727,7341-9888,Top Esports,EDward Gaming,369,Gangplank,Karsa,Olaf,knight,Orianna,JackeyLove,Vayne,Zhuo,Alistar,Flandre,Sion,JieJie,Udyr,Scout,Azir,Viper,Tristana,Meiko,Rell,1,0
728,7341-9890,EDward Gaming,Top Esports,Flandre,Ornn,JieJie,Olaf,Scout,Zoe,Viper,Aphelios,Meiko,Thresh,369,Sett,Karsa,Udyr,knight,Syndra,JackeyLove,Tristana,Zhuo,Alistar,1,0
729,7342-9892,LNG Esports,Oh My God,hulatang,Ornn,Tarzan,Hecarim,ICON,Orianna,Light,Xayah,Iwandy,Rakan,New,Sion,Aki,Udyr,Wuming,LeBlanc,Eric,Kai'Sa,COLD,Alistar,0,1
730,7342-9894,LNG Esports,Oh My God,hulatang,Sion,Tarzan,Udyr,ICON,Syndra,Light,Kai'Sa,Iwandy,Alistar,New,Gnar,Aki,Nidalee,Wuming,Galio,Eric,Tristana,COLD,Leona,0,1
731,7343-9899,Suning,Team WE,Bin,Camille,SofM,Gragas,Angel,Azir,huanfeng,Kai'Sa,ON,Rell,Breathe,Wukong,beishang,Udyr,Shanks,Viktor,Elk,Jinx,MISSING,Thresh,1,0
732,7343-9902,Team WE,Suning,Breathe,Gnar,beishang,Hecarim,Shanks,Ryze,Elk,Jinx,MISSING,Thresh,Bin,Camille,SofM,Udyr,Angel,Azir,huanfeng,Kalista,ON,Jarvan IV,0,1
733,7344-9905,Royal Never Give Up,JD Gaming,Xiaohu,Sion,Wei,Hecarim,Cryin,Azir,GALA,Kai'Sa,Ming,Leona,Zoom,Sett,Kanavi,Udyr,Yagao,Twisted Fate,LokeN,Tristana,LvMao,Alistar,1,0
734,7344-9908,Royal Never Give Up,JD Gaming,Xiaohu,Gragas,Wei,Udyr,Cryin,Renekton,GALA,Kai'Sa,Ming,Leona,Zoom,Cho'Gath,Kanavi,Hecarim,Yagao,Viktor,LokeN,Tristana,LvMao,Alistar,1,0
735,7345-9916,LGD Gaming,Rare Atom,fearness,Jayce,Kui,Udyr,Uniboy,Orianna,Kramer,Jinx,Chance,Rell,Cube,Wukong,Leyan,Olaf,FoFo,Viktor,iBoy,Vayne,Hang,Gragas,0,1
736,7345-9918,Rare Atom,LGD Gaming,Cube,Renekton,Leyan,Kayn,FoFo,Azir,iBoy,Kai'Sa,Hang,Gragas,fearness,Gnar,Kui,Dr. Mundo,Uniboy,Orianna,Kramer,Xayah,Chance,Rell,0,1
737,7345-9919,LGD Gaming,Rare Atom,fearness,Ornn,Kui,Olaf,Uniboy,Orianna,Kramer,Aphelios,Chance,Thresh,Cube,Renekton,Leyan,Karthus,FoFo,Azir,iBoy,Jinx,Hang,Gragas,0,1
738,7346-9922,ThunderTalk Gaming,Invictus Gaming,Chelizi,Ornn,Xiaopeng,Olaf,Twila,Karma,Hans SamD,Aphelios,Teeen,Thresh,TheShy,Sion,Xun,Hecarim,Rookie,Zoe,Puff,Varus,XinLiu,Nautilus,1,0
739,7346-9925,ThunderTalk Gaming,Invictus Gaming,Chelizi,Wukong,Xiaopeng,Nidalee,Twila,Jayce,Hans SamD,Jinx,Teeen,Gragas,TheShy,Rumble,Xun,Udyr,Rookie,Lucian,Puff,Varus,XinLiu,Leona,1,0
740,7347-9927,LGD Gaming,Oh My God,fearness,Gnar,Kui,Hecarim,Uniboy,Azir,Kramer,Kai'Sa,Chance,Nautilus,New,Sion,Aki,Lillia,Wuming,Tristana,Eric,Jinx,COLD,Thresh,1,0
741,7347-9928,Oh My God,LGD Gaming,New,Gnar,Aki,Hecarim,Wuming,Ryze,Eric,Tristana,COLD,Rakan,fearness,Jayce,Kui,Udyr,Uniboy,Viktor,Kramer,Kai'Sa,Chance,Leona,1,0
742,7347-9929,LGD Gaming,Oh My God,fearness,Aatrox,Kui,Hecarim,Uniboy,Seraphine,Kramer,Aphelios,Chance,Thresh,New,Sion,Aki,Lillia,Wuming,Tristana,Eric,Kai'Sa,COLD,Gragas,1,0
743,7348-9930,Victory Five,Top Esports,Langx,Sion,Weiwei,Lillia,Mole,Zoe,y4,Kai'Sa,ppgod,Sett,369,Renekton,Karsa,Nidalee,knight,Nocturne,JackeyLove,Aphelios,Zhuo,Alistar,1,0
744,7348-9931,Top Esports,Victory Five,369,Quinn,Karsa,Udyr,knight,Orianna,JackeyLove,Aphelios,Zhuo,Thresh,Langx,Renekton,Weiwei,Olaf,Mole,Seraphine,y4,Ashe,ppgod,Karma,0,1
745,7349-9932,ThunderTalk Gaming,Rogue Warriors,Chelizi,Gangplank,Xiaopeng,Olaf,Twila,Orianna,Hans SamD,Tristana,Teeen,Alistar,Ziv,Gnar,Haro,Udyr,Forge,Zoe,Betty,Kai'Sa,Kaixuan,Nautilus,0,1
746,7349-9933,ThunderTalk Gaming,Rogue Warriors,Chelizi,Gnar,Xiaopeng,Olaf,Twila,Seraphine,Hans SamD,Tristana,Teeen,Alistar,Ziv,Sylas,Haro,Udyr,Forge,Orianna,Betty,Lucian,Kaixuan,Gragas,0,1
