bResult,btPlayerRole,bjPlayerRole,bmPlayerRole,baPlayerRole,bsPlayerRole,rtPlayerRole,rjPlayerRole,rmPlayerRole,raPlayerRole,rsPlayerRole,btPlayerChampion,bjPlayerChampion,bmPlayerChampion,baPlayerChampion,bsPlayerChampion,rtPlayerChampion,rjPlayerChampion,rmPlayerChampion,raPlayerChampion,rsPlayerChampion,bCoopPlayer,rCoopPlayer,vsPlayer,bCoopChampion,rCoopChampion,vsChampion,bTeamColor,rTeamColor
1,0.2522495886484089,-0.11393250289479431,1.010727256580116,0.4346089855427698,0.24524910077315054,0.1608129441112876,0.36645381084279177,0.11954631073728221,0.8586853565282369,0.036594836492548063,-0.03985905371567421,-0.6470878172318243,0.32322538078622187,0.23992149618283176,0.42718582330702914,-0.31092677223791065,0.045316936776145636,-1.7045072173515465,0.13366322439639447,-1.8502690666572452,0.3665673278889841,0.17563381930878266,0.12732753054170445,-0.18797891220888452,1.2139480854775888,-0.20685961902869904,1.1037481551901895,0.9205803356787035
0,0.10783613220925246,-0.2584772160318686,0.24897739792113932,-0.7153701325906355,-0.4876375933309243,0.03463213174570956,0.26336081816640644,-0.8266790059792749,0.2621234941856391,-1.3567845167573462,-1.1104597721252103,-0.04575226700805909,-0.7989606096256779,-0.9070247435664923,-1.972324275930354,1.7962653444658758,0.045316936776145636,-0.40205627154513507,0.17995878620790495,0.26356212285369374,-0.4189377574255759,-0.7670535910591186,-1.588838363588718,-1.7393297913593142,0.13160727722776108,-1.3032179041006353,-0.4595867132933868,-0.3790110575091653
1,-0.36333772566596817,0.9556983743195536,0.7762303924249915,-0.188097549380091,1.248146682178726,1.0816331171834417,0.46954680351917644,0.29021748254743457,0.7751666958002736,-2.793980830801262,0.3170078524208378,1.908588271219177,0.5612648332978369,0.28771092283905386,-0.05271619654044747,-1.7157215167071018,-1.9102364377502956,-0.12577879819226018,0.5459830717801595,-1.8502690666572452,-0.09336567599728957,-0.8316867162787365,1.0205667176847149,-0.05420877509373882,-0.3830162607533388,1.5894585334199265,0.3830764092597278,1.1060535167931143
0,0.17856925373047147,0.0450666815559873,-0.02513821725858287,-0.1751336943507592,0.5481043109995866,-0.4551815689121049,0.6499595407028502,-0.3019986512148609,3.3403827038734453,0.03502665052728818,-1.8241935843982344,-0.04575226700805909,-0.48015777144047905,-0.1806254583919203,-0.15374820071886391,-0.5450592296494426,1.0230936240393662,1.768695304798884,2.0433551491212003,0.3525655413594175,0.18084202152797824,1.9941466882947325,-0.89127002979299,0.08597691624888917,0.35054593757875185,0.3638446614448156,-0.19850519028013533,-0.5020672557564354
1,2.831061310776204,0.6613527766586028,0.7580492546834794,1.2053833711984114,0.49031805863541517,-0.6715901675663757,-0.6644761159210588,-0.9651138995825012,-1.2770061106582637,-0.6561513136609373,1.7444754769668862,0.10458162054788206,-0.6289324292602385,1.0682715582240105,0.2215135290866819,-1.7157215167071018,-0.932459750487075,0.03209404372366871,-1.9496370571215755,-1.8502690666572452,0.5714161594822303,-0.5804244503712439,1.7647707625784144,0.5824674434193814,-1.015214056516811,0.2569062279270015,0.451749323046226,-0.4364048574822003
0,0.26198095363757007,-3.2939161919104247,-0.8328002976988345,-0.6443911310046004,-0.6033565450315677,0.7127378523966582,0.43518247262704823,0.6608512172106712,-0.7273169660711555,0.8153417306044815,-1.8241935843982344,-2.0000928052352953,-1.3090451507219962,-0.04681506375449915,0.16057359005843114,1.7962653444658758,0.045316936776145636,0.6109611307487403,0.712357747040275,-0.047949841916339754,-0.7987647376915609,0.20814664750050801,-1.0157809611598299,0.7316477918319079,0.04723771371501045,0.3979454022359464,-0.43917336245634403,0.013438439603749483
1,0.10783613220925246,-0.2584772160318686,0.24897739792113932,-0.7153701325906355,-0.4876375933309243,-0.7249592257710874,-0.5801273037312894,0.45433371603770917,0.46201045585367817,-1.9213973544174563,-0.03985905371567421,-0.2629012156999743,0.32322538078622187,-0.2292837837146192,0.2672184833578704,0.39147059999668476,0.045316936776145636,-0.40205627154513507,-0.4138708239512772,-1.8502690666572452,-0.4189377574255759,-0.0648275939742781,0.8054587526161164,-0.5861061155806098,-1.4943659545128738,1.2910972683684665,-0.4595867132933868,-2.3590971565788714
1,0.1233090025420189,0.5284884443810905,0.5317950961224395,2.8051883460766924,-0.05998059791550292,-2.859721553959558,0.16359340589893717,0.26102372947464547,0.8218069868561495,1.278075392323166,-0.03985905371567421,-0.6971991130838046,1.0373437383210675,1.9603408558068183,1.0990486510934967,-1.7157215167071018,0.2626006450568614,-1.7045072173515465,0.878732422300391,0.052179003902599774,1.5479894765047386,0.11567016466814355,1.4731637951805359,0.927420700300943,-0.055658077034863,0.15630887542741764,0.27189169170063676,0.2302462037430517
0,-0.17509635387562628,0.3828127084495163,-0.29976239573177343,0.1634591055084544,-0.19351859109178923,1.0816331171834417,0.46954680351917644,0.29021748254743457,0.7751666958002736,1.4053271492958046,-0.6346372306098611,0.021638786034259536,-0.5589208255803518,-2.0539709833158164,0.737710659678926,1.7962653444658758,0.6971680616182926,0.4328481808948723,0.5459830717801595,0.4326686180145687,0.1481822815088413,0.2797016068000167,-0.2483519179743874,-1.0149384743954506,1.8895850687527072,-2.3782846217355713,0.17781231530448205,1.1060535167931143
1,-0.4455465243979363,-0.4370324499070781,-0.5377700170752058,0.07959468517295508,-0.4331816160600336,0.5638853771318164,-0.46914202453422377,0.8660258490752114,0.6741739395769202,0.5509224953366616,-0.3967259598521862,-0.04575226700805909,-1.1050113342834686,0.3546161201577642,1.8668918828494592,0.332937485643802,0.6971680616182926,0.6833195166268744,-1.9496370571215755,-0.32831061020936914,-0.6112922982311207,0.3930365141385373,-0.027538152831573123,2.271407754290017,0.3887969208700406,0.40090955137694256,-0.4595867132933868,0.9323617537168244
